segdesc   = GRNU1L_F
2020-12-01
DATE,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
11/2023,91.562,66.098,62.039,80.391,46.605,36.928,46.704,52.284,58.322,34.203,62.384,49.940,65.132,67.172,75.069,62.976,62.629,46.813,40.480,37.277,37.271,81.325,54.821,54.544,47.404,52.845,62.418,45.996,77.092,52.396,42.105,74.774,50.558,50.522,89.318
12/2023,72.986,56.013,45.359,66.215,43.257,32.684,41.109,40.659,49.360,29.813,52.655,38.265,64.749,64.992,62.130,56.310,56.335,37.661,32.811,30.707,32.280,48.190,49.161,46.210,33.815,43.822,50.799,40.217,66.010,42.962,32.063,57.327,46.317,43.368,70.162
1/2024,64.350,49.903,39.968,56.871,35.811,27.474,36.623,34.334,42.643,27.222,47.617,35.489,54.633,78.459,54.727,49.990,51.026,33.385,27.756,27.479,29.321,42.083,50.127,43.189,28.355,40.345,44.472,36.950,61.231,35.770,28.855,53.167,50.374,39.264,63.954
2/2024,61.014,48.995,103.343,57.778,36.905,31.508,35.770,41.667,44.152,30.371,46.949,54.452,68.530,62.840,52.798,51.222,57.479,34.768,29.657,41.303,32.631,43.152,48.276,47.844,29.372,42.284,43.520,39.633,60.444,37.217,40.448,65.108,47.383,44.007,63.654
3/2024,84.402,75.650,214.138,86.135,79.831,105.659,73.694,60.768,120.280,92.569,108.914,114.422,101.593,117.407,98.555,88.773,81.330,69.304,53.107,65.709,98.683,88.912,73.986,103.452,50.520,80.810,67.145,65.555,116.351,68.900,70.446,106.537,78.243,82.738,116.341
4/2024,153.964,150.112,336.771,144.443,125.509,157.001,128.468,82.584,119.063,161.458,138.059,96.523,158.116,141.203,164.189,108.604,118.167,104.300,84.786,91.641,152.977,127.462,136.930,102.769,54.534,122.109,86.058,198.658,197.139,72.762,92.125,110.873,89.151,95.259,166.023
5/2024,389.051,360.479,516.221,392.020,176.186,170.457,104.119,129.574,199.502,321.378,241.022,155.607,250.348,482.073,262.062,344.585,208.686,176.805,61.877,78.792,133.418,272.471,296.680,218.619,138.775,199.591,65.673,335.617,240.174,100.241,201.613,236.827,153.654,293.960,371.132
6/2024,590.779,288.284,1126.189,286.852,181.183,280.399,300.454,477.047,83.400,499.765,211.853,601.115,709.004,879.423,485.538,775.758,258.855,168.147,205.889,274.996,266.078,478.979,350.647,89.706,346.179,557.326,293.654,674.346,230.797,115.417,516.136,368.740,232.178,575.700,1014.033
7/2024,312.155,107.891,377.494,106.467,33.450,163.889,201.810,222.167,44.970,280.074,44.128,608.868,326.725,360.122,462.645,424.379,78.640,45.537,94.249,111.109,191.385,322.727,92.399,15.767,245.156,411.161,232.091,848.788,87.497,45.211,313.659,166.696,88.549,561.897,604.986
8/2024,114.592,55.809,132.883,73.838,30.975,68.971,65.106,97.084,28.247,209.119,36.861,192.751,103.866,175.469,152.425,141.729,44.274,27.759,39.149,43.745,74.922,100.707,52.100,33.215,72.710,127.790,72.511,226.897,45.149,28.148,111.822,62.113,39.971,241.249,210.241
9/2024,80.863,54.587,80.566,49.335,26.675,49.982,41.916,73.664,28.458,81.652,30.380,78.138,63.373,110.136,69.081,97.918,52.539,23.412,35.970,39.782,59.034,56.077,41.786,29.466,56.949,57.904,45.934,95.966,34.224,31.471,78.014,42.348,26.436,120.968,114.717
10/2024,88.368,61.283,89.478,42.427,28.974,48.450,55.155,49.009,27.732,68.728,58.849,68.744,61.731,101.154,70.119,66.853,52.489,27.814,40.718,32.552,60.157,55.132,64.601,58.708,48.016,60.540,39.396,86.736,38.893,54.548,130.351,48.426,41.810,174.275,109.415
