segdesc   = TPIC2L_F
2020-04-01
 traces ->      1981      1982      1983      1984      1985      1986      1987      1988      1989      1990      1991      1992      1993      1994      1995      1996      1997      1998      1999      2000      2001      2002      2003      2004      2005      2006      2007      2008      2009      2010      2011      2012      2013      2014      2015
12/2023        6.972     7.042     6.624     5.267     3.822     4.116     4.787     4.265     3.940     6.126     4.849     7.888     6.302     6.625     4.622     5.033     3.781     3.823     2.497     3.842     3.629     4.450     4.880     3.968     6.078     5.513     4.509     5.983     3.138     3.878     5.216     4.887     3.755     4.894     5.101
 1/2024        6.266     6.191     5.964     4.733     3.431     3.701     3.908     3.834     3.531     5.489     4.289     6.943     5.538     5.985     3.959     4.521     3.398     3.333     2.216     3.440     3.223     3.856     4.291     3.504     5.484     4.874     3.937     5.373     2.821     3.527     4.605     4.510     3.291     4.434     4.573
 2/2024        5.344     5.244     5.068     4.019     2.897     3.142     3.259     3.237     3.013     4.645     3.643     5.870     4.680     5.074     3.332     3.844     2.875     2.813     1.866     2.900     2.729     3.247     3.638     2.980     4.654     4.122     3.326     4.570     2.401     3.010     4.013     3.871     2.778     3.755     3.869
 3/2024        5.539     5.770     5.105     3.943     3.512     3.940     3.476     3.394     3.209     4.972     4.389     5.620     4.984     5.288     3.988     3.766     2.995     2.724     2.078     4.763     2.593     3.084     6.542     2.846     5.050     3.937     3.381     5.916     2.355     2.807     5.853     3.949     2.685     4.424     3.740
 4/2024        9.044    12.454     9.071     6.677     9.387     9.178     4.867     9.381     5.845     7.636     5.033     8.342     6.121     6.156     5.307     7.898     5.645     6.680     4.283     9.808     4.614     7.697     8.917     2.751     5.882     6.067     4.905    14.598     3.423     3.860    11.888     8.800     3.508     4.307     3.625
 5/2024       50.918    44.828    44.766    20.414    27.631    19.550    23.945    30.103    31.058    28.364    17.399    54.131    36.135    24.060    20.069    32.163    25.708    14.695    19.755    27.930    24.586    30.168    28.218    21.699    35.411    16.380    15.994    21.056    17.290    24.643    24.061    23.691    19.088    15.430    34.569
 6/2024       62.174    61.380    39.133    27.207    30.745    31.548    40.786    25.427    63.673    40.258    82.159    58.555    78.303    29.082    46.190    24.758    26.032    11.563    35.547    21.095    34.315    35.832    25.670    73.357    45.633    39.383    68.938     9.339    26.954    49.535    45.809    23.747    44.985    50.454    90.742
 7/2024       23.138    30.538    16.514    12.130    13.023    12.606    17.320    11.458    35.804    15.616    84.986    26.094    33.464    13.868    30.305     9.840     9.951     5.196    12.861     8.721    15.133    12.573    10.667    38.417    25.390    13.689    43.125     6.356    10.865    17.701    16.306     9.125    27.582    32.664    49.241
 8/2024       11.193    12.678     9.805     6.740     7.976     6.744     8.051     8.196    12.780     7.874    28.350    10.914    14.229     7.432    11.896     6.587     6.542     3.714     6.582     5.763     8.105     7.664     6.931    13.459    10.293     8.290    14.828     4.977     6.932     9.088     8.072     5.918    11.108    13.087    18.544
 9/2024        9.021    10.645     7.632     6.025     5.865     5.308     5.985     6.712     8.882     6.255    14.111     8.189     9.721     5.661     7.546     5.258     4.974     3.278     6.993     5.010     5.634     6.479     5.936     8.618     7.192     5.844     8.499     4.406     6.189     8.320     6.358     4.723     8.772     7.489    10.701
10/2024       14.210    10.692     6.466     5.186     5.407     6.896     5.342     5.052     8.551     6.092    11.326     8.016     9.110     6.159     6.617     4.823     4.396     4.242     5.477     4.663     6.527     8.322     6.054     7.793     7.262     5.439     8.257     3.986     6.398    10.027     5.614     4.557     7.031     6.446     9.154
11/2024        9.544     8.157     5.770     4.178     4.558     6.477     4.594     4.324     7.104     5.557     8.788     6.742     7.347     4.896     5.483     4.097     4.504     2.856     4.218     4.186     5.666     6.186     4.857     6.756     6.526     5.448     6.724     3.400     4.463     6.501     5.415     4.351     5.407     5.543     7.565
12/2024        7.006     6.589     5.290     3.839     4.138     4.751     4.266     3.936     6.100     4.833     7.887     6.291     6.609     4.620     5.057     3.797     3.798     2.490     3.841     3.607     4.413     4.838     3.963     6.065     5.496     4.479     6.013     3.139     3.830     5.207     4.888     3.720     4.908     5.081     6.966
 1/2025        6.181     5.946     4.753     3.446     3.725     3.905     3.835     3.528     5.470     4.284     6.942     5.538     5.974     3.962     4.544     3.413     3.322     2.212     3.440     3.209     3.835     4.277     3.500     5.475     4.868     3.921     5.401     2.823     3.503     4.608     4.512     3.268     4.449     4.558     6.260
 2/2025        5.068     4.890     3.904     2.814     3.060     3.153     3.131     2.911     4.479     3.519     5.678     4.527     4.899     3.228     3.736     2.792     2.714     1.801     2.805     2.629     3.125     3.510     2.879     4.493     3.984     3.205     4.442     2.323     2.895     3.883     3.724     2.671     3.646     3.728     5.164
 3/2025        5.796     5.110     3.951     3.532     3.971     3.486     3.376     3.216     4.974     4.390     5.636     4.998     5.297     4.003     3.777     3.013     2.727     2.079     4.600     2.592     3.081     6.541     2.853     5.055     3.949     3.374     5.738     2.364     2.804     5.835     3.975     2.677     4.447     3.739     5.524
