segdesc   = GBRW4R_F
2019-03-01
 traces ->      1981      1982      1983      1984      1985      1986      1987      1988      1989      1990      1991      1992      1993      1994      1995      1996      1997      1998      1999      2000      2001      2002      2003      2004      2005      2006      2007      2008      2009      2010      2011      2012      2013      2014      2015
12/2020       48.977    46.780    38.198    31.329    47.240    27.714    23.398    31.981    33.105    35.777    22.916    37.701    27.581    46.933    46.546    45.927    37.295    39.647    28.720    24.135    26.348    26.332    35.472    36.451    35.487    25.780    33.616    38.918    28.659    46.762    31.481    23.109    46.462    34.355    31.558
 1/2021       43.534    40.561    33.028    27.046    40.809    24.292    20.544    27.849    28.149    30.873    20.605    32.894    24.008    37.131    45.814    39.667    31.733    34.817    25.017    20.077    23.010    23.465    29.926    35.502    32.353    21.413    30.702    33.493    25.968    41.942    26.632    20.415    42.132    37.012    28.794
 2/2021       37.729    34.294    28.573    66.255    35.968    20.871    19.573    24.805    28.289    26.723    19.193    27.820    32.332    40.418    36.931    33.141    28.949    33.843    21.854    17.619    28.520    21.586    26.302    29.834    29.848    18.270    28.575    28.149    24.267    37.344    23.319    25.266    44.193    32.143    28.314
 3/2021       51.713    43.808    36.798   122.471    51.085    34.529    52.754    44.038    35.695    49.132    41.460    50.116    61.370    56.804    61.449    53.891    46.522    44.007    35.531    26.707    37.144    53.434    47.721    38.930    66.491    26.719    48.179    38.711    32.354    67.796    37.768    38.342    75.915    46.346    45.490
 4/2021       61.945    57.256    90.149   205.823    99.277    69.193   107.870    91.249    59.688    66.191    63.267    90.304    61.386   112.261    90.386    84.880    64.132    80.395    46.250    56.687    61.568   107.153    71.881    99.649    69.652    31.889    77.607    54.031    56.821   131.315    44.898    69.666    82.065    55.107    53.202
 5/2021      154.923   167.654   236.170   325.709   278.236   114.490   138.760    93.365    96.946   152.713   185.835   191.725    62.011   154.047   339.497   167.409   173.444   171.137   101.669    54.161    70.252   101.907   136.659   241.951   172.812   105.130   135.982    29.864   144.109   179.376    69.871   186.422   188.691   105.156   199.638
 6/2021      557.439   386.389   204.814   868.943   194.479   129.769   248.629   265.540   372.188    58.641   349.405   152.711   413.545   580.708   711.641   311.176   531.994   219.357   119.980   188.877   212.509   244.945   360.625   273.105    65.248   268.908   446.792   207.482   394.569   208.563    95.350   437.647   298.120   175.698   434.761
 7/2021      397.604   240.093    81.604   302.121    84.179    24.770   148.292   158.177   172.522    32.308   226.430    29.250   413.057   285.682   315.082   352.078   323.504    66.034    31.475    74.521    73.936   168.898   258.871    74.714    11.706   192.792   348.402   170.794   604.666    73.557    37.005   280.018   134.011    69.713   461.474
 8/2021      160.667    87.703    43.300   108.548    59.750    24.088    58.728    54.577    74.461    21.052   178.565    27.014   145.125    91.092   151.895   115.469   112.737    38.273    21.156    33.285    34.452    67.121    84.143    45.200    28.100    61.370   108.759    58.645   177.305    38.833    24.016    96.872    52.759    33.132   179.664
 9/2021       83.903    65.132    44.291    65.868    39.921    22.316    45.292    43.219    59.622    24.815    68.990    26.051    62.562    55.082    95.837    56.578    78.134    43.001    20.209    34.638    34.761    54.273    47.423    37.504    26.951    45.989    52.573    38.731    78.354    30.876    30.461    67.433    40.948    23.789    93.591
10/2021       81.308    69.875    47.808    69.657    33.606    23.618    41.276    46.541    40.411    23.542    52.953    37.234    54.191    52.046    82.641    54.447    51.277    40.017    22.633    35.229    28.194    49.050    46.530    53.353    43.709    39.706    51.861    33.041    66.888    32.128    34.664   113.702    38.901    31.632   110.030
