segdesc   = GBRW4R_F
2021-01-01
DATE,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
9/2023,85.345,64.964,43.476,67.586,40.736,22.604,44.748,40.406,60.893,24.581,69.970,25.854,63.367,55.440,95.330,58.077,78.514,42.945,20.237,34.548,34.365,54.497,47.735,36.978,26.424,45.463,53.129,40.096,79.711,30.813,29.854,66.936,40.728,24.167,89.035
10/2023,81.170,70.578,47.389,69.143,33.662,23.909,41.772,48.816,40.524,23.416,53.253,36.543,54.450,52.051,84.439,55.072,51.663,39.901,22.631,35.335,27.897,48.730,46.518,53.951,43.210,40.287,51.519,33.116,66.798,31.946,34.738,117.075,39.876,31.629,115.422
11/2023,63.428,46.982,45.471,59.677,33.822,26.728,36.305,41.380,40.726,25.316,44.090,34.504,47.944,49.854,57.430,44.806,45.219,35.830,31.739,30.836,29.230,48.818,41.701,40.844,36.621,41.358,48.325,34.070,56.254,38.452,30.013,61.737,38.125,36.221,62.691
12/2023,47.965,38.528,32.181,47.618,30.069,23.230,31.035,33.109,35.251,21.803,37.193,27.450,46.649,46.458,46.790,39.445,39.412,29.563,24.500,25.331,24.957,34.842,36.408,35.520,26.779,32.924,38.896,28.739,46.063,32.514,23.699,46.207,34.604,31.863,48.426
1/2024,41.399,33.283,27.593,41.019,26.362,20.402,26.928,27.913,30.316,19.644,32.388,23.911,36.843,45.486,40.302,33.583,34.599,25.748,20.229,22.013,22.205,29.250,35.853,32.767,22.195,29.919,33.359,25.910,41.149,27.472,20.958,41.631,38.575,29.295,42.918
2/2024,36.247,29.786,64.196,37.445,23.391,20.208,24.833,28.910,27.222,19.145,28.355,32.281,41.366,38.020,34.861,31.297,34.734,23.279,18.315,28.471,21.349,26.725,30.993,30.866,19.614,28.975,29.052,25.276,38.183,24.894,25.928,45.288,33.382,29.519,38.327
3/2024,44.320,37.003,123.293,50.776,36.361,52.623,42.552,35.376,48.515,40.542,49.148,61.380,56.313,60.944,52.620,47.448,43.676,36.096,26.434,36.063,52.234,47.007,38.606,64.828,27.292,47.415,38.117,32.194,66.988,38.418,38.528,73.285,47.498,45.665,50.954
4/2024,57.177,89.647,204.665,90.981,70.641,106.972,87.491,57.386,64.806,61.584,86.999,59.497,111.148,89.046,83.219,61.601,79.212,46.021,55.027,58.855,104.812,70.413,95.825,67.898,31.712,76.062,51.133,54.833,129.736,44.844,67.448,81.377,55.152,52.866,58.425
5/2024,168.460,236.098,307.831,275.708,116.141,137.518,86.048,90.620,151.482,183.335,182.296,56.389,152.911,338.355,160.090,162.380,170.632,101.778,48.784,57.268,99.361,134.730,231.776,169.455,105.525,134.269,26.304,137.477,178.471,69.456,168.795,182.924,107.897,199.049,136.174
6/2024,389.076,206.470,874.200,200.736,132.522,249.390,259.389,367.792,59.197,349.459,160.556,397.752,582.141,712.511,311.132,536.137,220.533,121.905,189.005,219.590,244.306,360.952,281.259,69.636,271.694,447.138,201.658,376.133,209.420,97.217,445.987,297.799,178.784,436.655,556.140
7/2024,242.510,83.648,317.962,87.917,27.347,149.857,169.613,181.114,33.507,227.444,33.030,425.806,287.451,316.375,357.941,336.730,67.623,33.662,81.956,79.396,169.738,260.144,80.768,14.302,195.409,349.873,181.741,622.093,75.119,39.231,290.682,140.636,72.075,463.824,413.612
8/2024,88.610,43.951,112.463,60.757,25.385,59.214,56.361,76.668,21.386,178.815,27.746,151.603,91.599,152.293,121.572,117.295,38.786,22.045,34.791,35.458,67.237,84.508,46.461,29.315,62.264,109.167,60.221,184.321,39.228,24.917,98.529,54.389,34.084,180.450,165.529
9/2024,65.427,44.448,66.815,40.919,23.015,45.311,41.822,61.078,24.660,68.820,26.004,63.558,55.068,95.803,57.556,79.074,42.987,20.510,34.710,34.618,53.976,47.327,37.289,26.782,46.282,52.504,39.548,79.907,30.761,30.805,66.785,40.864,24.153,93.735,85.412
10/2024,70.194,48.046,69.553,33.913,24.374,41.382,47.629,40.748,23.503,52.886,37.062,54.690,52.098,82.715,55.053,52.237,40.094,22.997,35.445,28.217,48.876,46.541,53.945,43.687,40.054,51.867,33.188,67.059,32.110,35.072,116.490,40.076,32.057,110.237,81.320
11/2024,46.893,45.104,59.099,34.031,27.116,36.418,41.259,40.886,25.405,44.071,34.364,48.125,50.195,57.040,44.669,45.706,35.735,32.099,30.757,29.421,48.307,41.676,40.819,36.983,41.529,48.102,34.130,56.427,38.469,30.180,60.708,38.294,36.132,62.087,63.536
12/2024,38.573,32.259,47.448,30.159,23.495,31.104,32.916,35.332,21.796,37.245,27.470,46.739,46.102,46.621,39.440,39.764,29.508,24.527,25.316,25.091,34.628,36.417,35.550,27.008,32.947,38.791,28.685,46.152,32.330,23.947,46.046,34.662,31.874,48.346,47.965
