segdesc   = GRNU1L_F
2018-10-01
 traces ->      1981      1982      1983      1984      1985      1986      1987      1988      1989      1990      1991      1992      1993      1994      1995      1996      1997      1998      1999      2000      2001      2002      2003      2004      2005      2006      2007      2008      2009      2010      2011      2012      2013      2014      2015
 5/2021      389.706   359.390   516.641   395.741   177.845   170.723   105.704   138.420   203.365   323.165   241.704   167.433   251.269   482.858   262.396   362.985   209.359   177.275    62.682    90.652   135.607   273.360   297.817   223.730   139.788   200.668    66.669   354.962   240.168   101.728   200.621   246.577   151.224   293.174   371.982
 6/2021      588.366   285.646  1123.576   277.879   180.017   278.773   299.098   488.396    82.710   499.697   210.534   619.628   706.555   877.662   483.047   771.160   257.446   166.351   204.017   268.608   266.167   475.621   349.386    85.024   344.489   555.294   292.483   695.813   229.351   114.249   513.269   367.561   229.992   570.510  1011.398
 7/2021      309.310   105.004   374.652   101.826    31.562   161.860   199.921   213.292    43.399   278.039    42.244   592.186   324.182   357.950   459.259   404.058    76.643    43.369    91.769   104.545   190.041   320.477    90.574    13.062   242.257   408.770   229.414   821.274    85.310    43.204   311.017   159.146    86.261   557.756   601.896
 8/2021      114.068    54.828   132.219    72.962    30.689    68.434    64.923    92.565    27.895   208.715    36.499   185.284   103.447   174.984   151.747   137.441    43.741    27.065    38.211    42.689    74.825   100.345    51.814    32.034    72.213   127.436    72.128   216.937    44.678    27.736   110.877    60.279    39.492   240.304   209.334
 9/2021       80.933    54.121    80.492    48.131    26.847    49.875    42.091    73.146    28.729    81.844    30.653    76.852    63.505   110.126    69.049    97.977    52.626    23.309    35.749    40.069    59.357    56.190    41.921    30.031    57.036    58.053    46.099    94.411    34.273    31.472    77.718    42.762    26.357   120.927   114.747
10/2021       88.390    60.704    89.249    42.137    28.903    48.240    55.153    48.892    27.653    68.790    58.664    68.731    61.748   100.957    69.944    66.163    52.434    27.557    40.462    32.332    60.331    55.016    64.521    58.912    47.902    60.593    39.340    87.093    38.764    54.423   129.887    46.564    41.572   174.138   109.208
11/2021       65.817    61.713    79.917    46.769    37.624    46.881    52.262    58.571    34.441    62.227    49.768    65.774    67.771    74.603    62.794    62.924    46.857    40.777    37.045    37.657    79.793    54.774    54.296    47.095    52.752    62.123    45.978    76.572    52.379    41.709    73.545    49.840    50.032    87.995    91.641
12/2021       56.011    45.602    66.134    43.306    33.340    41.349    40.794    49.257    29.935    52.827    38.596    64.498    64.090    62.001    56.231    56.709    37.844    32.804    30.627    32.630    47.636    49.270    46.249    34.104    43.688    50.754    40.188    65.594    42.606    32.094    57.241    46.921    43.400    69.568    73.056
 1/2022       49.952    40.224    56.987    35.946    28.052    36.885    34.323    42.799    27.326    47.817    35.841    54.807    78.262    54.723    49.585    51.398    33.609    27.865    27.497    29.679    42.055    49.955    43.147    28.761    40.444    44.541    36.990    61.339    35.713    28.950    53.266    49.149    38.888    63.823    64.415
 2/2022       47.221   102.481    55.709    35.540    30.688    34.582    40.113    42.605    29.187    45.275    52.812    66.567    60.283    50.800    49.124    55.818    33.550    28.526    39.852    31.597    41.254    46.435    46.175    28.502    40.600    41.896    37.937    58.115    35.652    39.161    62.892    46.293    42.367    61.254    58.790
 3/2022       75.723   214.198    86.416    79.763   106.453    74.039    60.912   120.378    92.611   109.057   114.608   102.104   117.309    98.529    88.888    81.835    69.483    53.294    65.724    99.093    88.519    74.114   103.561    50.888    81.018    67.272    65.553   116.462    68.979    70.743   106.654    77.543    82.373   116.234    84.735
 4/2022      150.446   338.064   145.554   126.945   159.015   129.978    83.702   120.319   162.334   138.789    97.839   159.361   142.360   165.259   109.520   119.930   105.649    86.104    92.709   154.470   128.063   138.288   103.927    55.854   123.305    87.450   199.184   197.998    73.817    93.397   110.971    90.229    95.902   166.413   155.678
 5/2022      360.821   517.065   392.081   176.673   172.190   105.363   130.228   202.445   322.335   241.712   156.851   251.625   481.669   262.158   344.448   208.792   178.157    63.057    79.212   134.908   272.770   296.567   219.440   139.896   199.615    66.487   336.380   240.291   101.459   202.088   237.194   151.163   294.180   371.059   392.315
 6/2022      286.606  1124.536   285.284   179.894   279.743   298.918   474.686    82.639   498.311   210.607   599.889   706.769   877.654   483.460   772.113   257.623   166.776   204.420   273.096   265.241   477.841   349.116    88.323   344.139   554.882   291.536   671.588   229.397   114.035   514.392   367.433   229.624   575.876  1010.742   590.587
