segdesc   = NVRN5L_F
2021-01-01
DATE,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
2/2025,40.908,62.939,46.965,22.481,24.407,16.337,24.865,29.292,32.310,30.077,52.572,33.610,25.687,27.800,29.820,22.273,20.843,16.723,15.327,19.388,85.361,20.953,41.710,24.550,36.050,16.256,25.834,25.242,19.220,22.722,30.761,14.630,15.992,27.533,23.704
3/2025,195.275,144.111,120.523,60.483,94.192,41.184,63.918,89.263,173.920,75.436,221.349,44.491,155.684,72.845,54.713,44.873,71.281,26.230,42.779,93.455,143.785,41.281,131.871,108.090,74.602,55.179,57.700,67.436,37.785,55.604,62.670,29.564,74.590,75.642,77.254
4/2025,310.909,312.421,234.459,95.890,209.340,115.681,118.107,226.341,287.319,173.650,181.850,77.822,198.711,133.458,109.780,118.223,185.183,44.556,56.058,191.419,262.494,139.362,137.770,270.977,119.089,194.893,120.221,142.577,51.138,101.535,56.703,63.628,114.082,135.508,138.846
5/2025,474.094,322.363,358.042,141.157,232.599,203.517,221.506,309.245,436.470,291.068,322.607,182.659,385.585,274.511,269.766,166.335,420.192,51.238,140.452,272.873,497.655,205.907,273.802,349.955,355.753,181.707,176.393,188.718,91.187,175.133,155.590,133.479,270.243,275.050,373.305
6/2025,482.555,418.098,319.993,201.572,139.138,178.531,313.988,158.209,377.422,202.393,434.297,52.470,384.234,192.850,319.228,47.883,178.471,24.793,96.427,119.634,398.015,61.598,147.419,346.323,161.298,210.576,245.576,61.435,76.735,172.545,210.997,116.889,278.176,400.086,319.044
7/2025,113.387,157.903,69.685,43.707,22.277,58.362,97.591,44.584,87.041,25.585,255.685,10.261,74.651,62.633,143.733,0.000,22.449,17.543,3.528,16.788,102.737,27.330,22.644,74.727,25.731,30.845,46.531,11.557,31.746,17.878,37.293,38.124,100.933,187.628,78.721
8/2025,41.523,35.104,36.419,56.541,27.057,35.791,39.918,52.713,76.032,20.404,73.197,3.646,62.887,26.663,123.721,1.828,40.365,16.037,21.637,5.010,34.486,37.136,39.379,31.008,6.065,37.394,15.431,17.713,31.207,12.210,8.268,26.194,64.485,54.909,66.016
9/2025,74.803,57.463,19.127,37.122,18.321,29.572,69.161,39.760,76.316,41.768,37.826,25.726,91.934,15.343,77.173,8.714,11.347,23.797,43.406,34.455,28.260,36.273,29.961,35.364,10.872,42.251,15.146,20.243,78.128,14.709,9.758,26.847,82.604,17.116,43.857
10/2025,110.773,89.703,20.721,33.853,34.935,50.045,22.764,20.076,33.193,31.756,35.420,29.923,81.139,45.848,27.506,31.912,15.005,22.784,19.582,44.567,75.441,127.014,39.728,28.517,23.503,32.582,57.113,16.006,42.748,43.430,12.780,63.595,47.216,54.526,70.530
11/2025,53.922,73.856,49.603,29.218,22.452,40.508,37.973,27.042,32.985,46.170,28.229,31.132,42.842,63.470,23.928,27.939,21.173,25.051,23.152,41.773,39.253,47.365,22.451,31.724,23.951,25.838,32.371,16.037,28.560,24.544,21.098,31.547,38.317,30.810,41.964
12/2025,36.216,39.743,27.668,22.483,18.614,24.215,25.131,22.750,29.003,31.442,25.713,29.566,30.161,41.158,22.200,18.581,20.843,14.490,21.553,25.563,27.429,26.591,47.794,27.169,19.531,29.174,23.520,15.515,20.133,20.298,21.065,18.422,29.359,26.102,43.056
