segdesc   = DRGC2H_F
2020-11-01
 traces ->      1981      1982      1983      1984      1985      1986      1987      1988      1989      1990      1991      1992      1993      1994      1995      1996      1997      1998      1999      2000      2001      2002      2003      2004      2005      2006      2007      2008      2009      2010      2011      2012      2013      2014      2015
 5/2024      219.586   230.774   187.845   208.183    93.666   125.360    88.581    99.709   144.259   227.489   159.166   141.744   151.880   206.072   150.745   151.450   129.890   198.886    48.106    83.992   156.750   226.787   120.635   157.220   180.739   192.155    79.981   124.491   100.438    50.384   121.153    97.095    70.751   127.843   134.813
 6/2024      237.126   256.978   244.553   189.518   144.087    92.814   109.883   175.023   113.803   232.961   132.342   258.237    99.404   262.364   127.501   208.091    71.825   121.787    31.560    86.696    95.809   228.323    83.171   131.746   223.703   126.920   123.519   236.646    53.718    47.250   163.927   206.541    95.090   190.425   249.018
 7/2024      107.818    91.056   142.011    76.507    54.507    39.285    50.374    93.093    54.465    85.593    40.148   182.427    38.098    78.786    64.273   136.088    25.416    40.026    13.891    27.104    36.126    90.541    37.776    51.498    66.371    48.878    42.847   100.831    21.620    21.828    48.047    78.002    48.780   107.636   144.464
 8/2024       64.231    36.601    46.481    46.667    34.346    29.257    31.697    31.068    38.489    41.099    21.342    57.923    21.054    68.470    27.945    92.353    20.994    34.297     9.994    18.512    20.422    41.623    28.634    41.099    31.111    22.541    32.253    32.362    15.648    24.199    26.476    29.482    24.944    76.043    46.737
 9/2024       36.298    45.612    49.467    31.544    25.844    18.209    20.545    42.646    25.127    37.794    29.527    31.854    19.233    59.079    22.108    60.416    19.041    18.530    20.409    27.423    30.965    22.396    23.818    37.577    33.832    16.710    16.776    22.197    12.201    37.577    32.258    18.692    14.139    69.250    23.981
10/2024       30.138    46.496    50.705    20.688    24.048    20.565    27.910    20.639    17.122    23.452    21.869    28.587    26.820    49.327    20.796    25.350    19.983    15.706    16.573    15.729    28.662    33.519    69.469    40.725    21.280    16.342    19.819    27.095    11.333    27.964    41.738    13.666    23.737    35.436    26.228
11/2024       22.310    26.063    33.883    24.043    15.795    14.021    20.103    16.418    14.594    18.284    18.422    19.040    18.301    25.155    22.143    17.283    16.456    14.176    10.877    10.729    21.419    20.666    25.703    20.025    17.301    14.214    15.074    19.854    10.071    14.935    22.092    11.995    13.739    21.647    17.364
12/2024       18.970    20.072    22.483    17.911    13.150    12.043    14.000    14.333    13.274    16.694    15.574    17.471    15.667    18.674    19.565    15.447    13.213    12.950     9.465    10.126    15.527    16.525    15.400    16.120    15.543    12.395    12.690    15.989     9.608    11.312    14.435    12.153    10.372    17.677    15.961
 1/2025       17.390    17.264    17.162    15.096    11.454    10.830    11.097    12.279    11.993    15.221    13.425    15.510    12.755    16.185    14.892    14.030    11.634    11.867     8.681     8.955    16.030    15.022    12.478    13.495    13.786    11.249    11.610    14.470     8.871     9.419    12.288    11.526     8.855    14.691    14.894
 2/2025       13.537    16.655    21.206    12.426     9.463     9.014     9.787    10.389     9.993    12.843    13.704    16.186    10.120    13.394    13.515    12.386     9.422     9.972     8.120     7.345    13.421    12.806    12.200    10.447    12.542     9.381     9.279    11.560     7.430     9.427    14.480     9.534     7.310    12.021    12.187
 3/2025       26.363    36.496    32.474    18.214    21.102    14.616    11.399    16.999    17.485    22.605    36.394    20.667    33.419    23.041    19.481    16.845    15.430    12.552    13.007    20.727    26.494    17.241    37.947    13.501    23.123    10.005    15.905    23.496    11.096    14.018    23.100    12.152     9.362    16.138    15.787
 4/2025      100.096    95.615   103.047    34.592    73.924    34.387    32.148    65.440    65.728    49.087    51.864    40.308    71.515    49.069    31.616    54.846    53.612    23.165    22.692    68.377    93.312    48.230    61.792    43.900    37.450    32.208    34.689    55.956    24.650    38.148    31.715    25.391    20.824    29.891    34.921
 5/2025      230.255   187.852   208.002    91.355   125.087    88.493    99.606   144.185   226.973   158.498   141.583   150.400   205.767   150.511   151.043   128.852   198.706    47.918    83.949   156.651   226.675   120.233   157.062   174.429   191.650    79.678   124.024   100.096    50.320   121.125    97.279    68.161   127.500   134.382   210.039
 6/2025      256.803   244.166   189.467   143.099    92.559   109.875   174.865   114.857   232.732   132.142   258.013    98.429   261.993   127.411   207.808    75.234   121.763    31.562    86.717    96.884   228.125    83.091   131.559   227.471   126.847   123.288   236.405    54.328    47.220   163.971   206.655    96.855   190.386   248.796   241.412
 7/2025       91.031   141.659    76.492    57.775    39.191    50.459    92.976    54.741    85.560    40.106   182.364    40.312    78.678    64.229   136.029    25.823    40.034    13.942    27.131    36.734    90.439    37.740    51.427    69.460    48.871    42.824   100.790    21.883    21.839    48.063    78.027    48.716   107.623   144.258   110.479
 8/2025       36.590    46.435    46.658    34.446    29.232    31.763    31.046    38.669    41.089    21.319    57.911    21.178    68.430    27.921    92.326    20.534    34.306    10.048    18.539    20.682    41.602    28.621    41.051    31.538    22.546    32.253    32.350    15.734    24.217    26.490    29.520    25.540    76.033    46.674    65.709
 9/2025       45.598    49.453    31.537    25.733    18.199    20.609    42.636    25.800    37.788    29.504    31.849    19.135    59.065    22.089    60.373    19.420    18.540    20.464    27.454    30.282    22.389    23.814    37.542    33.874    16.717    16.782    22.189    12.251    37.598    32.271    18.726    14.262    69.241    23.962    37.257
10/2025       46.485    50.700    20.681    24.373    20.558    27.974    20.634    17.297    23.448    21.852    28.584    26.972    49.319    20.776    25.340    20.159    15.715    16.626    15.752    29.232    33.512    69.451    40.696    21.344    16.349    19.824    27.087    11.363    27.983    41.751    13.699    23.906    35.430    26.215    30.354
