segdesc   = NVRN5L_F
2018-10-31
 traces ->      1981      1982      1983      1984      1985      1986      1987      1988      1989      1990      1991      1992      1993      1994      1995      1996      1997      1998      1999      2000      2001      2002      2003      2004      2005      2006      2007      2008      2009      2010      2011      2012      2013      2014      2015
12/2022       31.646    24.787    25.374    17.977    13.734    11.545    14.842    16.190    15.094    19.430    22.821    16.609    20.943    19.730    30.889    12.911    12.031    13.315    10.546    15.346    18.151    17.227    17.143    36.957    18.475    13.004    22.157    15.598    10.317    13.386    12.056    13.725    11.337    18.857    16.820
 1/2023       30.831    23.180    19.615    13.282    12.265    11.209    10.659    12.452    19.901    16.860    17.383    15.859    16.892    18.283    18.267    15.119    11.749    12.245     8.910    12.385    39.354    15.614    15.153    24.308    18.278    13.015    16.231    16.734    15.680    11.092    12.869    11.076     9.804    17.380    13.870
 2/2023       32.156    51.158    33.646    15.788    18.106    11.480    18.116    21.655    25.661    22.827    42.021    24.849    19.406    19.988    22.425    15.139    15.842    11.571    12.114    14.861    73.133    14.111    34.365    17.829    28.462    11.831    20.628    18.495    15.164    17.238    22.220     9.979    11.230    19.541    16.478
 3/2023      164.150   120.877    92.600    48.791    75.631    31.725    52.299    73.103   135.200    61.280   191.146    33.855   118.796    56.812    44.449    33.483    56.627    19.577    35.539    74.160   123.651    31.542   109.812    94.055    61.971    46.543    47.633    52.203    30.488    43.427    46.073    20.776    64.915    57.223    63.554
 4/2023      254.876   257.738   182.045    79.496   162.718    96.633    95.414   181.692   227.469   143.883   152.438    65.419   156.727   107.502    94.574    92.118   152.565    36.391    46.685   135.069   212.557   114.030   112.260   237.232   103.039   172.225   101.538   116.357    42.021    81.098    42.340    51.248   100.992   110.409   112.193
 5/2023      385.552   259.241   272.712   120.948   185.686   165.745   184.715   244.910   349.309   236.820   270.081   149.582   303.561   221.529   226.507   131.501   327.820    47.975   117.524   203.963   400.006   172.292   218.068   284.900   289.421   164.347   148.564   156.350    87.335   140.956   128.398   114.250   229.520   222.968   307.413
 6/2023      359.422   318.515   226.008   155.644   116.788   142.960   250.544   132.574   283.173   169.000   331.815    56.352   277.527   160.842   238.397    49.049   149.334    21.679    87.536   102.715   297.904    64.118   128.707   270.602   143.373   181.105   184.385    64.424    73.342   131.775   155.180    99.593   217.782   298.571   230.342
 7/2023      102.055   127.169    60.595    45.761    34.198    55.797    92.725    48.912    77.497    37.645   201.868    30.503    68.158    66.974   109.684    18.485    35.941    14.316    21.636    30.758    90.520    42.105    35.347    72.813    41.284    45.597    49.979    30.929    28.528    30.419    37.897    43.777    92.113   147.835    68.159
 8/2023       49.123    36.582    39.196    47.436    32.833    35.424    47.308    56.863    77.744    32.663    71.916    20.388    59.481    37.080    90.358    18.380    40.593    12.801    18.481    20.070    36.671    49.292    37.188    41.145    21.686    40.317    28.728    16.713    27.980    21.559    21.041    28.054    56.766    53.046    61.008
 9/2023       71.283    47.919    23.699    31.824    26.842    29.562    51.018    41.553    72.087    44.838    40.035    27.009    72.912    22.271    59.184    15.297    19.438    19.211    38.246    38.043    29.752    39.787    31.950    37.594    21.289    39.062    23.913    17.185    60.716    18.829    18.538    23.735    66.115    23.395    40.929
10/2023       96.293    69.075    19.296    26.400    32.472    40.065    19.591    20.314    29.501    29.990    31.955    25.642    65.944    41.743    22.889    27.153    16.471    19.558    16.362    38.003    59.187    95.459    35.515    27.084    22.316    28.004    51.237    12.840    36.577    31.412    14.708    53.343    36.582    43.206    62.303
