segdesc   = MPSC2L_F
2019-06-04
 traces ->      1981      1982      1983      1984      1985      1986      1987      1988      1989      1990      1991      1992      1993      1994      1995      1996      1997      1998      1999      2000      2001      2002      2003      2004      2005      2006      2007      2008      2009      2010      2011      2012      2013      2014      2015
 4/2022       50.763   110.147   137.314   108.899    74.071   117.711    65.719    59.945    84.752   105.285    87.327    71.352   101.008    95.009    68.849    52.934    86.227    66.995    57.996    58.306   105.963    68.815    93.910    97.493    63.720    84.097    66.260    79.900    93.174    47.730    56.888    85.291    56.535    46.466    43.036
 5/2022      511.435   418.418   352.562   327.204   158.344   196.625   127.170   185.215   216.746   299.224   230.497   220.388   377.117   346.830   213.374   235.182   245.587   266.290    78.365   170.233   229.488   267.746   224.475   244.649   286.512   295.262   123.077   176.244   132.814   114.557   244.705   207.213   117.212   164.328   151.152
 6/2022      734.551   427.240   425.442   304.868   187.329   160.010   190.060   296.090   183.107   436.566   237.616   589.441   327.401   548.792   217.870   375.597   167.950   214.130    58.694   227.217   151.571   304.043   211.705   192.978   520.892   294.144   271.421   463.383    54.238   155.542   358.523   348.519   121.586   315.895   397.337
 7/2022      338.049   135.933   177.495    99.328    73.253    68.810    77.363   136.047    71.450   205.892    76.305   513.306   127.394   199.447   106.035   223.323    53.547    63.118    24.025    66.865    56.844   123.164    80.315    69.112   222.610   152.900    82.462   218.564    27.509    55.484   112.378   104.297    47.871   183.043   228.716
 8/2022      128.427    62.948    68.639    56.998    43.950    51.446    40.632    58.391    55.597    70.467    43.824   137.361    54.756    85.238    50.609    87.139    43.545    48.030    19.233    40.154    35.895    57.764    55.244    48.464    79.349    57.956    48.382    68.098    26.291    39.042    55.771    45.260    30.719    95.330    86.826
 9/2022       73.083    62.186    67.160    44.019    42.762    35.375    33.399    36.989    44.806    59.260    39.833    66.622    42.987    61.646    35.455    48.947    35.493    32.960    20.990    58.396    36.766    38.198    40.837    45.796    48.235    40.574    31.609    41.648    23.443    56.767    49.314    36.623    26.227    78.008    43.812
10/2022       62.320    92.187    73.381    35.334    32.796    33.237    50.833    31.229    30.600    50.268    35.464    59.863    49.964    64.793    41.482    39.192    30.494    29.157    29.545    36.327    34.427    52.254    64.561    41.940    42.196    39.869    31.695    40.291    21.682    51.653    61.763    31.181    26.869    48.298    36.622
11/2022       50.845    53.619    50.894    33.157    25.536    26.641    42.756    28.732    25.738    39.152    32.254    45.611    38.288    45.364    34.503    31.513    26.550    28.577    18.242    25.982    29.921    39.223    43.038    31.264    36.506    36.637    30.973    33.299    18.357    30.473    37.784    29.128    24.860    33.004    31.125
12/2022       44.243    38.924    39.060    29.871    23.377    24.043    30.294    26.223    23.771    34.094    27.715    41.482    33.943    37.379    32.118    29.178    23.818    24.754    15.427    24.153    24.514    29.803    30.840    24.974    33.475    30.747    26.451    29.984    17.134    23.937    29.558    27.487    20.139    29.045    29.660
 1/2023       39.588    33.688    32.876    26.592    20.993    21.556    24.000    23.055    21.651    30.542    24.693    36.216    29.220    33.529    27.613    28.342    21.328    21.916    13.889    21.423    25.187    25.801    27.605    21.699    30.250    27.054    23.525    27.242    15.451    21.006    26.028    25.155    17.426    26.021    28.724
 2/2023       32.935    43.138    30.102    21.829    17.286    18.328    20.781    19.843    19.822    24.911    24.665    32.589    23.829    28.796    26.644    28.084    20.901    17.974    16.929    17.881    21.514    20.826    25.268    17.731    25.873    22.149    19.270    22.572    12.839    20.049    25.424    21.426    14.565    21.821    22.076
 3/2023       48.882    79.322    35.581    31.945    47.227    29.576    30.244    32.321    35.682    45.042    54.856    44.191    45.433    44.554    37.469    32.997    32.693    22.164    27.721    51.162    25.790    29.216    64.309    18.661    49.971    26.234    34.428    44.354    20.546    23.015    45.929    23.790    25.589    35.117    22.589
 4/2023      109.915   137.059   100.675    73.891   117.471    65.443    58.486    84.184   104.213    86.935    67.977   100.989    94.554    69.015    50.915    86.265    66.486    57.803    55.896   105.296    67.704    93.306    92.774    63.167    83.520    65.809    78.696    92.899    47.036    56.710    84.618    55.967    46.102    42.492    49.922
 5/2023      418.148   352.344   330.164   158.248   196.480   126.887   176.093   216.145   297.880   230.127   213.340   377.187   346.178   213.664   225.990   245.657   265.609    78.226   158.853   228.821   266.227   223.958   242.724   285.670   294.408   122.629   168.411   132.607   113.833   244.504   200.324   116.709   163.942   150.487   507.166
 6/2023      427.123   425.303   304.687   187.248   159.909   189.845   297.261   182.735   435.893   237.403   575.918   327.433   548.478   218.000   374.604   167.985   213.800    58.631   235.028   151.189   303.191   211.391   196.132   520.388   293.749   271.122   460.119    54.134   155.057   358.395   349.348   121.243   315.629   396.819   728.472
 7/2023      135.838   177.370   104.014    73.179    68.722    77.206   140.406    71.221   205.592    76.142   525.175   127.413   199.294   106.126   230.300    53.575    62.880    23.953    68.663    56.577   122.701    80.063    70.625   222.391   152.671    82.246   227.414    27.386    55.117   112.309   107.395    47.543   182.859   228.398   335.345
 8/2023       62.863    68.523    57.330    43.877    51.356    40.495    59.322    55.370    70.253    43.676   142.323    54.771    85.114    50.686    89.674    43.569    47.816    19.123    40.137    35.662    57.371    55.020    48.956    79.194    57.768    48.182    69.835    26.163    38.705    55.704    45.446    30.400    95.171    86.560   127.715
 9/2023       62.103    67.051    44.757    42.691    35.300    33.275    37.046    44.619    59.053    39.702    67.352    43.000    61.537    35.523    49.465    35.512    32.780    20.878    57.761    36.560    37.865    40.645    45.460    48.104    40.409    31.438    41.969    23.326    56.409    49.247    36.511    25.936    77.859    43.592    72.762
10/2023       92.104    73.280    35.564    32.735    33.171    50.706    31.168    30.450    50.077    35.338    60.424    49.974    64.685    41.549    39.453    30.512    28.989    29.444    36.782    34.249    51.914    64.357    42.292    42.071    39.711    31.545    40.388    21.573    51.339    61.703    31.033    26.590    48.165    36.421    62.062
11/2023       53.553    50.797    33.319    25.482    26.587    42.660    28.588    25.594    38.990    32.142    45.764    38.299    45.273    34.559    31.567    26.566    28.442    18.147    25.922    29.764    38.936    42.871    31.846    36.393    36.494    30.830    33.522    18.260    30.239    37.733    28.930    24.614    32.897    30.964    50.618
12/2023       38.862    38.972    30.076    23.323    23.986    30.197    26.179    23.634    33.943    27.608    41.636    33.954    37.293    32.174    29.172    23.834    24.604    15.337    24.037    24.347    29.536    30.691    25.041    33.368    30.612    26.315    30.101    17.041    23.713    29.509    27.290    19.909    28.938    29.484    44.036
 1/2024       33.631    32.800    26.760    20.942    21.501    23.912    22.946    21.524    30.403    24.595    36.242    29.229    33.450    27.661    28.182    21.342    21.778    13.805    21.303    25.022    25.555    27.466    21.687    30.150    26.929    23.397    27.364    15.365    20.790    25.983    25.135    17.214    25.920    28.549    39.398
 2/2024       45.506    31.046    22.691    17.951    19.022    21.521    20.395    20.496    25.682    25.732    33.622    24.640    29.791    27.647    29.007    21.746    18.477    17.402    18.362    22.187    21.328    26.058    18.321    26.937    22.794    19.858    23.441    13.202    20.663    26.250    21.989    14.938    22.650    22.693    33.967
 3/2024       81.699    35.393    32.060    48.344    30.123    30.338    32.026    37.240    45.420    55.269    44.001    47.093    45.412    38.311    32.859    33.217    22.531    28.097    51.040    25.634    29.310    65.355    18.576    50.336    26.667    34.929    44.367    21.340    22.719    48.262    23.559    25.851    35.296    22.426    48.684
 4/2024      139.256   109.630    73.946   119.095    66.383    59.095    83.868   106.918    88.469    70.702   100.853    96.465    70.918    52.713    86.167    69.753    58.625    57.583   105.256    69.654    95.452    97.322    63.009    86.692    67.026    79.932    93.021    48.225    57.841    84.753    55.670    47.538    43.865    50.917   109.493
 5/2024      358.874   328.639   158.719   200.977   130.983   184.667   216.271   309.464   238.047   219.877   378.302   358.384   221.291   235.542   246.514   271.269    80.459   169.825   229.153   276.576   228.653   244.493   286.063   301.811   129.176   176.627   132.864   116.790   258.525   206.689   116.648   170.703   162.946   537.332   418.130
