segdesc   = DRGC2H_F
2021-04-01
DATE,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
11/2023,17.374,22.386,26.503,33.755,23.966,15.989,13.746,19.943,16.161,14.662,18.402,18.330,18.856,18.169,25.515,22.065,17.078,16.508,14.268,10.687,10.398,21.758,20.934,25.641,19.622,17.430,14.244,14.713,19.679,9.907,14.967,21.917,12.012,14.097,21.811
12/2023,15.971,18.876,20.192,22.428,17.858,13.128,11.724,13.857,14.136,13.347,16.704,15.495,17.298,15.746,18.676,19.501,15.255,13.110,12.947,9.292,9.813,15.573,16.593,15.350,15.696,15.569,12.382,12.350,15.834,9.452,11.297,14.282,12.169,10.469,17.795
1/2024,14.904,17.485,17.264,17.122,15.052,11.410,10.521,10.974,12.105,12.042,15.206,13.358,15.353,12.747,16.110,14.843,13.855,11.528,11.858,8.525,8.677,16.147,15.091,12.434,13.135,13.748,11.223,11.305,14.331,8.728,9.294,12.151,11.542,8.828,14.733
2/2024,12.612,13.987,17.314,21.829,12.854,9.737,9.055,10.068,10.599,10.375,13.292,14.342,16.651,10.448,13.787,14.037,12.678,9.649,10.308,8.240,7.377,14.022,13.282,12.583,10.518,12.950,9.679,9.355,11.880,7.563,9.719,14.795,10.016,7.519,12.449
3/2024,15.922,26.527,36.837,32.347,18.366,21.061,14.302,11.269,17.038,17.542,22.609,36.467,20.460,33.469,23.113,19.492,17.011,15.263,12.529,13.050,20.995,26.845,17.233,38.562,13.658,23.085,9.968,15.932,24.136,10.960,13.903,23.831,12.137,9.316,16.148
4/2024,35.671,100.395,95.876,108.705,35.760,74.099,34.087,32.368,68.320,65.960,49.419,53.681,41.000,71.675,49.463,34.174,57.595,53.587,23.146,23.131,69.514,93.701,48.473,64.965,44.742,37.657,32.189,35.344,56.081,24.488,38.223,31.707,26.438,20.878,30.077
5/2024,219.700,230.671,187.806,205.179,93.600,125.304,88.377,103.192,144.040,227.739,159.122,143.589,151.752,206.080,150.623,154.614,129.789,198.833,48.172,88.241,156.727,227.089,120.659,156.286,180.307,192.159,80.011,128.185,100.389,50.297,120.984,101.167,70.764,127.813,134.912
6/2024,237.164,256.953,244.538,191.558,144.067,92.786,109.774,175.495,113.710,233.037,132.326,261.226,99.325,262.369,127.448,208.043,71.764,121.771,31.614,82.407,95.788,228.484,83.182,129.935,223.534,126.923,123.535,236.026,53.689,47.182,163.817,205.989,95.101,190.406,249.090
7/2024,107.828,91.051,142.000,73.242,54.493,39.263,50.291,89.484,54.416,85.607,40.141,177.775,38.029,78.788,64.236,131.989,25.363,40.015,13.938,26.604,36.106,90.573,37.782,50.657,66.287,48.880,42.856,97.279,21.596,21.767,48.009,75.439,48.784,107.633,144.475
8/2024,64.238,36.596,46.473,46.834,34.333,29.235,31.623,30.332,38.448,41.108,21.336,56.763,20.992,68.471,27.913,92.275,20.944,34.286,10.036,18.971,20.404,41.636,28.639,40.397,31.043,22.543,32.262,31.287,15.626,24.143,26.447,28.956,24.947,76.042,46.742
9/2024,36.303,45.606,49.460,30.703,25.833,18.192,20.479,42.609,25.094,37.802,29.521,32.178,19.173,59.080,22.080,58.914,18.997,18.521,20.454,26.849,30.946,22.403,23.822,38.007,33.758,16.712,16.783,22.181,12.182,37.512,32.230,18.550,14.141,69.249,23.985
10/2024,30.144,46.491,50.696,20.615,24.038,20.548,27.847,20.188,17.093,23.458,21.864,27.173,26.753,49.327,20.762,24.855,19.933,15.698,16.614,15.371,28.643,33.528,69.475,39.810,21.224,16.344,19.825,26.969,11.315,27.909,41.709,13.620,23.740,35.436,26.232
11/2024,22.315,26.059,33.875,23.927,15.786,14.007,20.053,16.329,14.569,18.289,18.417,18.716,18.244,25.155,22.109,17.169,16.413,14.169,10.910,10.654,21.405,20.672,25.706,19.417,17.253,14.216,15.079,19.597,10.056,14.891,22.073,11.950,13.741,21.648,17.367
12/2024,18.974,20.068,22.478,17.770,13.142,12.030,13.954,14.199,13.250,16.698,15.570,17.245,15.618,18.674,19.539,15.395,13.179,12.943,9.494,10.062,15.513,16.530,15.403,16.003,15.497,12.396,12.695,15.805,9.593,11.273,14.418,12.177,10.374,17.677,15.964
1/2025,17.394,17.261,17.158,15.036,11.446,10.819,11.058,12.213,11.972,15.225,13.421,15.429,12.717,16.186,14.873,13.993,11.605,11.861,8.707,8.896,16.014,15.027,12.480,13.400,13.744,11.250,11.615,14.353,8.858,9.386,12.273,11.436,8.856,14.691,14.897
2/2025,13.540,16.651,21.202,12.423,9.457,9.004,9.754,10.333,9.975,12.846,13.701,16.251,10.090,13.395,13.496,12.389,9.398,9.967,8.143,7.320,13.409,12.810,12.202,10.378,12.504,9.383,9.283,11.542,7.419,9.398,14.465,9.663,7.311,12.021,12.189
3/2025,26.368,36.485,32.469,18.345,21.091,14.604,11.363,17.154,17.461,22.610,36.388,20.616,33.343,23.042,19.463,17.167,15.345,12.546,13.035,21.246,26.474,17.245,37.951,13.942,23.067,10.006,15.910,24.233,11.083,13.984,23.082,12.136,9.362,16.139,15.789
4/2025,100.106,95.604,103.036,35.677,73.912,34.373,32.044,68.255,65.683,49.095,51.858,40.772,71.406,49.070,31.595,57.435,53.567,23.159,22.718,69.709,93.281,48.238,61.797,45.156,37.393,32.210,34.696,55.773,24.635,38.115,31.697,26.368,20.823,29.893,34.924
5/2025,230.263,187.847,207.998,93.137,125.080,88.479,99.567,143.789,226.898,158.510,141.575,151.781,205.723,150.512,151.012,129.324,198.677,47.913,83.978,156.581,226.666,120.242,157.066,180.612,191.606,79.680,124.033,99.979,50.309,121.092,97.257,70.182,127.507,134.380,210.050
6/2025,256.805,244.164,189.465,143.843,92.555,109.867,174.841,113.700,232.711,132.145,258.009,99.387,261.979,127.411,207.796,71.711,121.752,31.558,86.736,95.778,228.122,83.097,131.561,223.703,126.825,123.289,236.409,53.590,47.212,163.950,206.639,94.919,190.391,248.793,241.417
7/2025,91.032,141.658,76.492,54.455,39.188,50.453,92.960,54.432,85.556,40.108,182.363,38.093,78.669,64.229,136.021,25.397,40.025,13.938,27.144,36.146,90.439,37.742,51.428,66.377,48.853,42.825,100.792,21.581,21.832,48.047,78.020,48.725,107.624,144.257,110.480
8/2025,36.591,46.435,46.657,34.317,29.228,31.757,31.033,38.469,41.087,21.321,57.910,21.051,68.420,27.922,92.317,20.985,34.298,10.045,18.551,20.452,41.601,28.623,41.052,31.119,22.530,32.253,32.351,15.625,24.210,26.475,29.514,24.917,76.034,46.674,65.710
9/2025,45.598,49.452,31.536,25.823,18.197,20.604,42.621,25.113,37.785,29.506,31.848,19.231,59.057,22.089,60.367,19.035,18.533,20.460,27.468,31.003,22.388,23.816,37.543,33.841,16.703,16.783,22.190,12.183,37.590,32.257,18.721,14.120,69.242,23.962,37.258
10/2025,46.486,50.699,20.681,24.031,20.555,27.969,20.623,17.110,23.446,21.853,28.583,26.818,49.312,20.776,25.335,19.981,15.709,16.623,15.762,28.696,33.511,69.454,40.696,21.287,16.335,19.824,27.088,11.317,27.977,41.736,13.694,23.715,35.430,26.215,30.354
11/2025,26.057,33.880,24.035,15.782,14.014,20.151,16.404,14.584,18.280,18.408,19.038,18.301,25.146,22.123,17.272,16.456,14.179,10.919,10.757,21.446,20.661,25.698,20.004,17.307,14.208,15.079,19.849,10.057,14.945,22.091,12.020,13.724,21.642,17.355,22.496
12/2025,20.066,22.481,17.906,13.137,12.037,14.043,14.320,13.265,16.690,15.562,17.469,15.667,18.667,19.549,15.437,13.212,12.952,9.502,10.153,15.549,16.521,15.396,16.098,15.549,12.389,12.697,15.984,9.595,11.321,14.434,12.177,10.359,17.672,15.953,18.974
1/2026,17.259,17.160,15.092,11.442,10.825,11.134,12.268,11.985,15.217,13.415,15.508,12.755,16.179,14.880,14.021,11.632,11.869,8.714,8.978,16.054,15.019,12.474,13.476,13.791,11.244,11.616,14.466,8.859,9.427,12.288,11.548,8.843,14.687,14.886,17.570
2/2026,16.650,21.204,12.422,9.453,9.009,9.817,10.380,9.986,12.840,13.695,16.184,10.119,13.389,13.504,12.379,9.420,9.974,8.149,7.364,13.440,12.803,12.197,10.433,12.546,9.377,9.284,11.556,7.420,9.434,14.479,9.551,7.300,12.018,12.181,13.564
3/2026,36.484,32.472,18.209,21.087,14.612,11.434,16.987,17.475,22.601,36.379,20.665,33.424,23.034,19.469,16.835,15.432,12.554,13.043,20.756,26.522,17.237,37.945,13.483,23.130,10.000,15.913,23.492,11.084,14.026,23.099,12.172,9.351,16.133,15.779,26.229
