segdesc   = CLSC2L_F
2018-10-01
 traces ->      1981      1982      1983      1984      1985      1986      1987      1988      1989      1990      1991      1992      1993      1994      1995      1996      1997      1998      1999      2000      2001      2002      2003      2004      2005      2006      2007      2008      2009      2010      2011      2012      2013      2014      2015
 6/2021      828.527   478.299   465.361   342.003   209.299   174.102   210.734   330.262   211.199   476.342   260.590   661.263   356.675   616.010   251.762   431.685   183.500   234.933    62.670   246.385   171.318   340.623   233.807   232.184   594.579   325.605   306.740   530.666    62.353   166.808   393.914   386.174   133.817   355.442   464.093
 7/2021      364.653   146.105   191.448   108.904    78.788    71.821    82.462   146.496    78.935   218.743    81.088   553.314   134.910   217.551   117.356   245.789    56.321    67.088    24.568    69.794    62.062   132.685    85.152    78.791   242.145   164.746    89.497   239.734    29.300    58.496   120.045   113.127    52.516   201.319   256.092
 8/2021      141.066    67.813    74.149    62.647    47.468    53.764    43.070    61.982    61.149    75.828    46.522   147.542    58.634    93.270    55.718    97.438    45.923    51.166    20.198    42.376    39.031    62.431    60.300    53.768    87.101    62.673    54.565    74.704    29.297    41.784    62.653    48.961    32.935   103.777    95.210
 9/2021       82.401    71.817    76.745    49.211    49.267    38.717    36.576    41.125    49.453    64.883    44.775    74.161    48.808    70.790    40.523    56.141    39.152    36.639    24.164    65.103    45.436    42.242    45.740    55.843    55.163    45.340    35.472    47.692    26.551    63.014    57.983    40.550    29.246    86.715    49.035
10/2021       73.684   101.821    81.035    40.003    37.264    37.183    56.478    34.813    34.435    55.846    39.767    67.690    59.545    77.504    47.717    44.367    34.695    32.678    34.388    40.231    41.355    59.405    78.735    51.962    48.716    44.836    35.817    46.880    24.774    58.481    72.187    35.055    30.177    53.521    41.274
11/2021       58.024    59.393    56.867    38.219    28.780    29.707    47.298    32.028    29.035    43.607    35.916    50.875    43.800    52.874    40.213    35.854    29.861    31.672    20.985    28.998    35.987    43.588    49.557    38.076    42.204    41.378    35.190    38.437    21.113    34.676    43.472    32.982    28.437    36.718    35.049
12/2021       49.801    43.506    43.729    34.024    26.340    26.685    33.450    29.304    26.895    38.118    30.868    46.257    38.403    42.800    37.101    33.239    26.784    27.493    17.645    27.036    28.476    33.232    35.106    29.699    38.547    34.548    30.072    34.468    19.736    26.925    33.592    31.231    23.067    32.323    33.362
 1/2022       44.497    37.778    36.739    30.282    23.714    23.939    26.581    25.802    24.501    34.211    27.582    40.453    33.194    38.420    32.192    32.252    23.976    24.412    15.847    23.952    29.064    28.845    31.318    25.831    34.904    30.437    26.743    31.475    17.845    23.498    29.434    28.522    19.715    29.063    32.223
 2/2022       37.080    48.047    33.982    24.928    19.625    20.536    23.154    22.385    22.367    27.972    27.889    36.785    26.971    33.003    31.310    31.917    23.589    20.058    19.298    19.995    24.813    23.367    29.243    21.083    30.612    24.961    21.798    26.254    14.840    23.585    29.602    24.493    16.575    24.540    24.965
 3/2022       55.399    89.991    41.080    37.262    55.073    33.460    34.485    39.011    41.676    51.350    62.929    50.930    54.730    53.153    44.470    38.786    37.191    25.352    32.538    60.714    30.294    33.710    79.973    23.834    60.427    30.399    40.897    53.566    24.039    27.399    54.202    27.811    29.523    39.536    25.792
 4/2022      126.068   155.881   123.070    84.449   138.272    77.149    66.246   101.033   120.443    99.712    75.724   117.709   115.987    84.601    60.163   101.576    76.984    66.768    65.823   128.636    80.015   109.996   115.457    83.695   101.942    78.495    94.107   112.383    54.910    65.592    96.779    67.188    52.067    48.042    59.612
