segdesc   = NVRN5L_F
2018-04-30
 traces ->      1981      1982      1983      1984      1985      1986      1987      1988      1989      1990      1991      1992      1993      1994      1995      1996      1997      1998      1999      2000      2001      2002      2003      2004      2005      2006      2007      2008      2009      2010      2011      2012      2013      2014      2015
 1/2021       22.182    40.137    32.645    29.950    20.877    19.007    16.852    17.816    20.118    26.842    25.184    24.098    23.324    23.319    26.888    25.408    22.670    16.711    18.626    12.402    16.633    53.613    24.158    22.419    31.606    25.643    18.515    21.376    23.411    19.821    16.079    21.293    17.450    15.080    25.983
 2/2021       23.751    40.429    62.551    45.470    23.659    23.936    15.995    25.224    29.377    32.343    29.985    53.403    33.486    25.412    27.259    29.915    21.784    20.490    16.621    15.581    20.014    86.061    21.002    41.651    24.261    35.891    16.198    25.096    25.477    18.748    22.429    29.411    15.614    16.590    29.151
 3/2021       80.137   194.099   143.634   119.771    59.146    93.093    40.621    64.795    92.108   174.113    75.277   219.375    43.934   154.909    71.826    55.095    46.405    70.448    26.099    43.475    92.696   144.292    41.356   132.912   112.151    74.344    55.027    57.379    69.033    37.088    55.167    64.255    29.996    76.442    79.210
 4/2021      139.417   310.154   311.855   245.018    96.951   208.477   114.989   116.717   230.607   287.317   173.445   187.362    78.821   198.312   132.421   114.709   119.776   184.294    44.458    57.297   191.428   262.889   139.430   142.057   266.250   118.808   194.499   120.692   141.637    50.755   101.083    56.253    70.764   118.108   138.553
 5/2021      386.671   473.750   322.185   350.296   145.115   232.262   203.035   229.948   307.881   436.380   290.976   322.910   183.020   385.353   274.037   275.411   165.370   419.752    51.198   147.222   272.490   498.011   205.952   273.961   356.666   355.723   181.619   181.191   188.195    90.955   174.835   160.843   138.111   273.581   284.394
 6/2021      310.570   482.437   417.965   322.215   199.303   138.899   178.332   312.136   153.838   377.420   202.347   439.277    51.881   384.124   192.591   316.704    43.543   178.303    24.766    88.963   117.139   398.096    61.639   142.975   338.104   161.133   210.542   241.449    59.405    76.556   172.368   207.944   110.309   278.473   394.858
 7/2021       75.558   113.306   157.774    64.416    39.898    22.044    58.104    92.100    43.809    87.051    25.543   246.040     8.184    74.552    62.387   138.489     0.000    22.309    17.516     3.571    15.437   102.777    27.387    21.913    71.626    25.666    30.821    43.963    11.172    31.493    17.745    35.838    37.797    94.454   178.993
 8/2021       64.599    41.448    34.985    36.412    56.856    26.780    35.541    38.399    53.670    76.047    20.355    72.379     3.559    62.769    26.436   122.805     1.944    40.198    16.011    22.306     4.449    34.535    37.198    38.918    29.354     6.003    37.388    14.415    17.749    30.982    12.080     8.025    25.317    64.384    53.006
 9/2021       42.948    74.723    57.330    18.381    36.686    18.120    29.362    69.257    38.194    76.333    41.723    39.952    26.318    91.805    15.149    75.617     8.560    11.219    23.756    43.140    36.266    28.306    36.317    30.202    34.864    10.814    42.244    14.708    20.157    77.778    14.590     9.794    26.166    82.879    20.554
10/2021       70.598   110.691    89.528    20.886    32.882    34.707    49.845    22.195    20.027    33.201    31.714    31.496    29.435    81.039    45.528    26.537    32.033    14.885    22.758    19.342    43.332    75.494   127.098    38.673    28.561    23.456    32.570    56.801    15.854    42.533    43.297    13.180    63.620    45.722    50.539
11/2021       41.311    53.857    73.687    48.561    28.458    22.284    40.327    38.173    26.685    32.993    46.117    28.026    30.994    42.772    63.072    23.686    26.697    21.063    24.997    23.200    40.414    39.281    47.401    22.423    31.170    23.900    25.824    31.585    15.942    28.354    24.443    21.064    30.095    38.474    30.406
12/2021       44.434    36.147    39.636    27.260    22.179    18.454    24.071    24.689    22.803    29.014    31.397    25.620    28.811    30.087    40.904    22.090    18.163    20.738    14.443    21.573    26.487    27.457    26.627    47.390    26.638    19.482    29.163    23.112    15.364    19.947    20.200    21.117    18.029    28.749    25.990
 1/2022       40.671    32.832    29.342    21.150    19.399    17.190    17.940    20.217    26.834    25.262    24.690    23.725    23.443    27.390    25.573    23.196    16.959    18.767    12.338    17.322    52.890    24.151    22.697    32.711    25.600    18.593    22.171    23.585    20.347    16.294    19.939    17.408    15.113    25.898    22.080
 2/2022       40.990    62.828    46.989    23.956    24.386    16.332    24.928    29.551    32.316    30.080    52.631    33.938    25.533    27.779    29.704    22.294    20.761    16.752    15.409    20.690    85.117    20.997    41.744    25.182    35.818    16.275    25.846    25.645    19.317    22.667    30.915    15.539    16.607    29.063    23.643
 3/2022      195.476   143.983   120.423    59.769    94.144    41.180    64.115    92.459   173.975    75.423   221.341    44.423   155.254    72.791    54.594    47.151    71.141    26.260    43.003    94.478   143.540    41.344   131.890   115.080    74.249    55.269    57.713    69.338    37.941    55.527    62.895    29.884    76.184    79.045    79.833
 4/2022      311.014   312.256   234.433    97.344   209.281   115.668   118.222   230.928   287.373   173.621   181.826    79.176   198.547   133.418   109.640   120.458   185.029    44.845    56.129   192.967   262.183   139.418   137.776   269.732   118.769   194.976   120.235   141.888    51.219   101.465    56.796    70.653   118.149   138.219   139.195
 5/2022      474.150   322.312   358.024   145.359   232.580   203.494   221.528   307.999   436.449   291.058   322.593   183.297   385.477   274.493   269.628   165.787   420.089    51.277   140.476   273.241   497.444   205.947   273.815   357.521   355.867   181.727   176.389   188.314    91.232   175.072   155.702   138.014   273.908   284.156   386.548
 6/2022      482.588   418.058   319.984   199.765   139.130   178.527   314.006   153.907   377.415   202.392   434.295    52.096   384.172   192.843   319.168    43.867   178.425    24.817    96.470   117.486   397.956    61.635   147.433   338.400   160.934   210.590   245.576    59.485    76.781   172.506   211.081   110.253   278.506   394.807   310.500
 7/2022      113.417   157.864    69.680    39.836    22.272    58.360    97.616    43.868    87.041    25.585   255.690     8.466    74.599    62.626   143.665     0.000    22.413    17.569     3.609    15.715   102.704    27.375    22.660    71.881    25.637    30.863    46.538    11.256    31.795    17.840    37.370    37.736    94.450   178.965    75.496
 8/2022       41.552    35.068    36.415    57.089    27.050    35.790    39.951    53.735    76.031    20.404    73.203     3.822    62.824    26.657   123.647     2.295    40.325    16.062    21.708     4.701    34.460    37.183    39.394    29.587     5.976    37.428    15.440    17.766    31.255    12.173     8.342    25.264    64.374    52.982    64.534
 9/2022       74.835    57.423    19.124    36.865    18.317    29.573    69.202    38.246    76.315    41.767    37.833    26.987    91.863    15.339    77.113     8.841    11.314    23.819    43.508    36.547    28.237    36.311    29.975    35.085    10.788    42.274    15.154    20.213    78.197    14.678     9.827    26.121    82.875    20.533    42.894
10/2022      110.790    89.653    20.718    33.025    34.930    50.055    22.790    20.063    33.192    31.756    35.426    29.614    81.085    45.839    27.449    32.355    14.974    22.811    19.644    43.607    75.417   127.077    39.742    28.757    23.427    32.599    57.125    15.908    42.798    43.396    13.037    63.560    45.716    50.513    70.524
11/2022       53.948    73.804    49.173    28.605    22.449    40.514    38.031    26.723    32.985    46.174    28.235    31.273    42.804    63.462    23.876    27.018    21.145    25.094    23.210    40.659    39.230    47.398    22.464    31.345    23.877    25.854    32.380    16.000    28.606    24.518    21.211    30.055    38.462    30.387    41.241
12/2022       36.244    39.709    27.666    22.327    18.611    24.218    25.163    22.836    29.002    31.446    25.718    29.125    30.121    41.151    22.150    18.434    20.816    14.509    21.616    26.697    27.407    26.623    47.830    26.811    19.458    29.198    23.528    15.425    20.179    20.273    21.161    17.994    28.734    25.973    44.365
 1/2023       32.945    29.399    21.177    19.532    17.360    18.064    19.958    26.879    25.253    24.726    23.853    23.696    27.423    25.739    23.192    17.226    18.843    12.402    17.453    53.363    24.104    22.693    32.982    25.776    18.570    22.201    23.882    20.411    16.467    20.016    17.648    15.079    25.877    22.064    40.602
 2/2023       62.970    47.063    22.551    24.545    16.480    25.114    29.440    32.378    30.064    52.697    33.669    25.841    27.813    29.872    22.255    21.134    16.828    15.473    19.417    85.690    20.958    41.729    24.568    36.066    16.255    25.877    25.463    19.386    22.885    31.012    15.353    16.577    29.032    23.627    40.926
 3/2023      144.137   120.530    60.613    94.506    41.427    64.546    89.643   174.166    75.410   221.478    44.553   156.045    72.845    54.753    44.845    71.834    26.357    43.143    93.505   144.072    41.287   131.874   108.115    74.625    55.195    57.764    67.751    38.030    55.819    63.037    29.620    76.101    78.994    79.784   195.320
 4/2023      312.461   234.487    95.930   209.424   115.949   118.605   226.567   287.489   173.620   181.873    77.869   198.827   133.460   109.864   118.180   185.601    44.923    56.204   191.384   262.701   139.361   137.770   270.979   119.097   194.914   120.302   142.753    51.302   101.657    56.865    67.219   118.025   138.164   139.114   310.931
