segdesc   = GLDA3L_F
2020-08-01
 traces ->      1981      1982      1983      1984      1985      1986      1987      1988      1989      1990      1991      1992      1993      1994      1995      1996      1997      1998      1999      2000      2001      2002      2003      2004      2005      2006      2007      2008      2009      2010      2011      2012      2013      2014      2015
 2/2023      420.947   452.743   516.074   485.107   336.909   298.373   265.257   276.086   348.251   532.882   408.975   396.907   442.065   450.637   451.271   414.709   384.393   288.156   245.211   247.935   273.500   570.319   366.518   400.652   334.600   410.843   411.016   358.993   423.883   286.727   262.748   420.584   278.590   273.306   389.595
 3/2023      507.951   766.570  1257.820   729.885   454.243   627.727   379.541   426.496   577.850   640.481   647.514  1076.710   630.873   858.212   554.276   553.838   506.321   478.975   278.730   426.900   599.679   784.464   473.543   855.946   439.780   671.073   546.634   532.604   603.254   358.772   421.974   633.930   406.870   505.742   746.750
 4/2023      894.761  1799.575  2295.500  1098.349   751.674  1121.476   663.848   534.780  1021.170  1499.066   904.389   865.848  1006.848  1476.191  1083.337   658.979   771.719   747.150   467.514   538.618  1357.895  1343.662  1080.805  1101.986   775.074   816.230   769.798  1129.411  1061.789   397.062   566.778   642.274   468.663   546.850   699.470
 5/2023     4112.985  4122.892  3493.409  2868.792  1236.448  1501.921   732.390  1167.369  1890.383  3414.327  1985.321  2339.561  3012.574  3968.612  2667.474  1978.214  1886.256  2151.057   230.367  1260.346  1686.483  2808.975  2303.482  2062.478  2208.801  2579.769   930.760  2320.652  1221.952   728.900  1616.332  1257.745   810.028  1678.300  2083.366
 6/2023     6379.397  3846.161  4655.560  1934.025  2016.946  1264.553  1600.713  2747.586  1322.698  4921.728  1758.389  5121.704  3015.081  5292.369  2756.320  3578.411  1526.004  1670.680   355.553  2406.829  1082.721  3900.118  2239.881  1380.677  4130.926  2799.574  2706.217  5508.825   436.451  1165.260  3280.616  2422.844  1205.068  3306.986  6148.140
 7/2023     2637.992  1234.338  1955.170   652.812   662.806   567.732   790.794  1145.193   493.124  2122.809   463.685  4288.337  1279.128  1972.712  1595.100  2007.793   357.966   413.525    97.469   633.734   490.661  1741.122   605.045   449.140  2085.154  1654.842  1027.827  3943.905   173.987   333.685  1084.947   897.581   406.531  2294.494  3739.413
 8/2023     1051.351   556.358   644.938   455.119   342.716   415.883   338.867   461.170   352.101   803.830   288.931  1225.988   457.531   984.533   677.707   888.645   241.204   325.210   115.270   296.817   280.600   614.542   415.693   385.637   646.737   560.043   517.445   980.913   215.256   333.357   498.903   376.083   242.725   920.195  1146.690
 9/2023      691.346   564.855   657.158   404.692   394.755   292.795   286.165   478.290   374.662   718.113   368.519   629.494   436.904   829.405   484.324   616.430   313.045   278.955   282.823   487.802   365.870   452.462   420.916   405.277   490.633   383.552   348.661   603.167   228.299   526.233   465.658   336.553   284.471   744.654   622.236
10/2023      776.603   878.124   895.101   379.059   366.987   347.632   408.113   348.700   298.438   620.246   459.343   630.982   554.159   986.434   529.832   439.961   437.290   282.330   319.207   336.108   480.933   628.795  1129.255   553.570   450.741   408.580   464.681   647.026   265.256   596.958   657.135   320.604   441.916   762.016   687.330
11/2023      667.789   715.394   821.964   581.250   370.088   346.646   476.420   447.191   360.412   613.369   499.365   571.974   561.909   678.058   687.906   429.759   420.362   360.013   321.739   363.637   630.778   599.776   653.374   500.046   472.595   477.515   491.399   621.975   321.828   507.059   504.947   380.438   442.988   588.828   631.686
