segdesc   = CLSC2L_F
2021-03-01
DATE,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
10/2023,41.707,74.151,102.690,81.488,40.104,37.275,37.177,56.412,34.776,34.971,56.364,39.983,68.171,59.803,78.151,47.147,43.939,34.784,32.642,34.879,41.010,42.373,60.127,79.478,52.286,48.719,44.887,34.886,46.728,24.991,59.731,73.282,35.372,29.821,55.049
11/2023,35.419,58.346,60.906,57.100,38.292,28.468,29.561,48.250,31.881,29.373,44.105,36.342,50.730,43.906,53.514,40.266,35.354,29.998,31.812,21.403,29.170,36.398,44.264,50.546,38.761,42.365,41.571,34.582,38.483,21.231,34.895,44.549,33.136,28.382,37.101
12/2023,33.733,49.918,43.964,43.561,34.142,25.991,26.485,33.924,29.290,27.213,38.331,31.131,46.125,38.644,42.930,37.162,32.644,26.809,27.604,17.900,27.161,28.881,33.477,35.408,29.711,38.585,34.681,29.295,34.378,19.828,26.753,33.973,31.426,23.016,32.565
1/2024,32.578,44.567,38.026,36.264,30.362,23.381,23.722,26.704,25.711,24.771,34.368,27.744,40.209,33.268,38.456,32.027,31.523,23.987,24.458,15.976,24.059,29.331,28.944,31.422,25.748,34.923,30.489,26.149,31.393,17.920,23.207,29.646,29.153,19.604,29.254
2/2024,26.091,38.371,49.679,34.632,25.822,20.005,21.045,24.004,23.037,23.336,29.058,28.895,37.696,27.945,34.131,32.176,32.459,24.328,20.773,20.047,20.742,25.881,24.220,30.219,21.723,31.647,25.857,21.931,27.101,15.427,24.019,30.858,25.322,17.003,25.538
3/2024,26.009,55.370,90.612,40.490,37.326,54.751,33.086,34.507,38.718,41.972,51.482,63.190,50.437,54.851,53.069,44.151,38.080,37.096,25.296,32.711,60.859,30.407,33.759,80.405,23.665,60.359,30.337,40.027,53.391,24.069,27.025,54.602,27.997,29.393,39.663
4/2024,59.891,126.124,156.721,123.027,84.392,138.122,76.740,66.278,100.768,120.849,99.876,75.750,117.152,116.101,84.534,59.801,100.717,76.819,66.626,66.150,128.938,80.192,110.240,115.984,83.534,101.659,78.371,92.927,112.293,54.760,65.493,97.249,67.042,51.780,48.067
5/2024,603.026,482.815,401.380,391.784,183.403,223.718,145.123,207.927,250.935,350.732,262.045,251.389,432.498,420.870,263.580,274.324,279.601,305.753,85.173,184.961,268.764,313.383,259.046,304.116,353.955,341.822,146.296,214.095,151.840,127.434,280.387,234.563,128.383,192.000,179.242
6/2024,829.985,479.584,466.656,343.396,210.115,174.784,211.463,333.901,211.628,477.928,261.452,649.887,357.776,617.231,253.098,432.601,184.053,235.806,63.344,256.987,171.888,341.563,234.928,237.048,596.135,326.618,307.961,529.536,62.592,167.244,395.406,388.655,133.991,357.091,466.157
7/2024,365.354,146.859,192.358,114.934,79.405,72.460,83.107,152.922,79.349,219.590,81.669,567.679,135.542,218.243,118.365,255.033,56.780,67.774,25.093,72.779,62.580,133.242,85.997,81.630,243.011,165.517,90.187,250.377,29.635,58.915,120.640,117.655,53.138,202.398,256.988
8/2024,141.412,68.204,74.589,63.533,47.958,54.239,43.407,63.723,61.434,76.273,46.889,153.331,58.971,93.596,56.368,100.711,46.254,51.600,20.651,43.102,39.400,62.719,60.801,54.949,87.449,63.029,54.978,76.859,29.617,42.040,63.083,49.808,33.476,104.327,95.597
9/2024,82.573,72.044,77.006,50.277,49.585,39.011,36.760,41.645,49.579,65.159,44.969,74.996,48.982,70.948,40.959,57.022,39.325,36.888,24.521,65.083,45.652,42.368,46.029,55.799,55.316,45.522,35.679,48.115,26.742,63.153,58.258,40.849,29.623,87.035,49.208
10/2024,73.766,101.977,81.202,40.420,37.471,37.377,56.583,35.076,34.485,56.028,39.873,68.830,59.639,77.574,48.068,44.828,34.789,32.843,34.659,41.174,41.491,59.450,78.973,52.682,48.780,44.929,35.947,46.986,24.882,58.521,72.383,35.178,30.468,53.700,41.355
11/2024,58.090,59.497,57.000,38.563,28.953,29.861,47.377,32.146,29.065,43.756,36.006,51.245,43.872,52.922,40.508,36.050,29.930,31.804,21.198,29.295,36.096,43.616,49.732,39.077,42.257,41.457,35.292,38.687,21.194,34.703,43.611,32.977,28.688,36.855,35.114
12/2024,49.869,43.602,43.849,34.409,26.507,26.842,33.519,29.542,26.923,38.263,30.957,46.620,38.474,42.846,37.389,33.372,26.848,27.621,17.843,27.277,28.575,33.259,35.260,30.028,38.602,34.626,30.166,34.599,19.813,26.951,33.728,31.257,23.301,32.456,33.423
1/2025,44.553,37.861,36.841,30.598,23.867,24.082,26.640,25.944,24.527,34.339,27.658,40.649,33.253,38.458,32.448,32.209,24.035,24.529,16.028,24.162,29.156,28.866,31.454,26.038,34.948,30.504,26.825,31.594,17.916,23.519,29.551,28.982,19.930,29.184,32.275
2/2025,37.126,48.122,34.068,25.132,19.754,20.650,23.202,22.383,22.389,28.078,27.953,36.606,27.020,33.034,31.540,31.894,23.639,20.156,19.457,19.997,24.890,23.384,29.360,21.247,30.648,25.018,21.866,26.259,14.899,23.603,29.705,24.179,16.757,24.638,25.010
3/2025,55.451,90.102,41.171,36.650,55.251,33.598,34.539,38.272,41.705,51.498,63.015,50.427,54.791,53.187,44.723,38.207,37.239,25.457,32.721,59.106,30.376,33.730,80.147,23.185,60.468,30.462,40.979,51.619,24.103,27.415,54.335,27.875,29.725,39.652,25.771
4/2025,126.129,156.024,123.215,82.766,138.516,77.345,66.308,96.002,120.476,99.878,75.817,115.636,116.071,84.650,60.404,96.529,77.056,66.894,66.028,126.235,80.119,110.014,115.628,80.584,102.001,78.575,94.211,111.863,54.982,65.606,96.933,63.735,52.333,48.151,57.981
5/2025,481.163,400.318,391.460,177.494,223.998,145.465,207.494,246.705,349.701,261.554,250.995,424.367,420.104,262.783,274.483,275.530,305.360,84.976,184.569,265.917,312.630,258.315,303.862,339.136,341.265,146.142,214.988,151.377,127.485,279.702,233.887,125.483,192.444,178.738,569.250
6/2025,478.656,465.549,342.704,211.384,174.936,211.299,332.798,215.848,476.933,260.870,648.628,359.009,616.262,252.385,431.868,191.449,235.395,63.023,256.465,174.983,340.726,234.170,236.418,597.575,326.010,307.057,529.233,64.108,166.899,395.146,387.897,136.678,356.596,464.801,839.091
7/2025,146.294,191.565,114.491,83.439,72.363,82.804,151.994,80.710,218.936,81.227,566.941,140.652,217.629,117.798,254.416,58.101,67.337,24.870,72.342,63.281,132.671,85.380,81.119,253.549,164.940,89.677,250.165,29.752,58.532,120.465,117.035,53.441,201.867,256.234,377.899
8/2025,67.960,74.240,63.445,47.966,54.251,43.346,63.374,60.873,75.929,46.640,153.026,59.746,93.326,56.109,100.603,46.279,51.385,20.502,42.839,39.563,62.396,60.497,54.682,89.424,62.809,54.733,76.893,29.552,41.810,62.957,49.516,33.614,104.163,95.257,143.886
9/2025,71.953,76.830,50.352,49.613,39.128,36.826,41.512,50.784,64.969,44.875,74.868,49.017,70.838,40.865,57.084,39.994,36.822,24.455,64.959,44.835,42.209,45.905,55.704,55.659,45.455,35.609,48.281,26.741,63.039,58.266,40.718,29.575,87.056,49.061,83.571
10/2025,101.964,81.119,40.562,37.975,37.537,56.741,35.033,34.736,55.924,39.864,68.790,60.072,77.549,48.059,44.969,35.177,32.851,34.674,41.132,42.229,59.374,78.925,52.672,48.898,44.946,35.949,47.227,25.082,58.506,72.462,35.131,30.292,53.811,41.297,74.232
11/2025,59.498,56.931,38.697,29.108,30.000,47.514,32.120,29.162,43.674,36.004,51.215,44.144,52.913,40.505,36.169,30.339,31.825,21.224,29.271,36.272,43.560,49.700,39.075,42.523,41.478,35.312,38.897,21.310,34.702,43.683,32.949,28.806,36.926,35.072,58.412
12/2025,43.600,43.785,34.530,26.609,27.003,33.643,29.519,27.012,38.179,30.951,46.586,38.861,42.837,37.389,33.493,27.162,27.642,17.868,27.255,28.756,33.205,35.231,30.034,38.734,34.641,30.185,34.806,19.903,26.946,33.787,31.229,23.402,32.543,33.380,49.975
1/2026,37.864,36.790,30.716,23.948,24.232,26.756,25.926,24.586,34.268,27.658,40.627,33.464,38.454,32.453,32.330,24.312,24.549,16.052,24.145,29.208,28.819,31.436,26.046,35.060,30.522,26.844,31.793,17.989,23.515,29.614,28.955,19.954,29.276,32.235,44.616
2/2026,48.129,34.021,25.227,19.725,20.765,23.299,22.369,22.289,28.019,27.954,36.586,27.196,33.031,31.542,32.004,23.698,20.173,19.481,19.983,24.844,23.347,29.349,21.255,30.389,25.032,21.883,26.413,14.976,23.599,29.764,24.158,16.673,24.700,24.980,37.057
