segdesc   = YDLC2L_F
2018-04-30
 traces ->      1981      1982      1983      1984      1985      1986      1987      1988      1989      1990      1991      1992      1993      1994      1995      1996      1997      1998      1999      2000      2001      2002      2003      2004      2005      2006      2007      2008      2009      2010      2011      2012      2013      2014      2015
12/2020       27.541    38.981    36.575    36.212    23.163    22.181    20.716    25.407    21.527    19.259    26.945    23.568    40.484    51.721    31.928    43.330    24.943    21.958    19.876    19.243    26.040    23.401    26.524    31.030    23.139    28.806    28.090    31.737    32.332    22.253    27.180    30.982    25.878    34.263    26.447
 1/2021       23.841    33.111    30.907    28.205    19.546    19.709    18.777    19.865    19.419    17.308    24.792    22.736    26.006    34.674    31.085    28.215    26.360    20.521    18.447    15.498    20.699    30.328    23.989    26.559    20.712    25.065    24.714    24.756    30.510    18.749    19.366    23.327    25.531    24.437    23.537
 2/2021       20.193    28.032    69.908    42.008    16.385    16.706    16.733    18.610    18.200    15.764    22.088    36.203    31.954    33.440    30.082    40.149    34.039    18.523    15.955    21.194    20.678    29.134    18.948    29.673    17.532    26.703    20.934    20.029    26.903    15.825    21.625    44.059    21.130    23.863    22.474
 3/2021       36.483    64.586   240.200    58.755    33.339    91.439    60.855    49.671    59.868    65.710    79.864    93.810    77.617   114.703    89.267    98.287    59.327    57.701    34.319    62.380   114.543    46.787    46.039   145.419    36.019   107.500    36.708    86.776    89.059    47.014    60.204    92.435    40.940    72.527    69.451
 4/2021      233.456   341.041   502.243   177.948   176.648   251.210   172.098   127.010   144.543   239.490   174.321   120.780   337.423   301.707   240.666   232.242   196.756   165.779   120.253   205.364   251.880   171.575   328.649   191.839   139.017   267.813   161.803   411.645   174.004   125.188   215.503   114.960    92.651   172.330   110.187
 5/2021     1193.077   803.408   633.078   339.117   470.290   311.303   242.964   435.952   337.194   724.344   403.519   677.827   765.349   941.171   680.753   549.790   489.813   420.801   147.910   540.809   390.079   575.330   654.606   434.077   671.289   717.839   397.828   935.357   217.337   379.138   606.386   336.298   287.023   537.326   472.347
 6/2021     1024.533   453.661   530.925   106.287   443.408   200.146   362.318   406.240   178.531   705.009   226.208   889.275   562.402   832.480   515.077   560.048   311.820   242.960   142.479   492.258   200.198   541.281   360.778   180.825   781.098   546.245   656.108  1278.084    73.723   210.691   556.325   313.233   163.776   599.027   819.928
 7/2021      224.081    88.407   108.586    27.146    59.753    39.289    67.910    69.225    37.661   173.432    44.849   327.802   109.389   152.424   165.966   127.366    39.640    35.501    19.717    73.996    38.760   115.019    52.473    33.539   185.811   117.269   108.255   452.744    19.148    30.148    76.409    46.899    25.005   185.538   253.617
 8/2021       46.627    33.818    31.287    17.685    18.168    19.293    17.395    18.962    14.527    32.020    17.374    42.554    27.506    41.058    36.498    28.751    16.899    16.425    11.155    18.774    15.729    23.428    20.320    16.477    31.425    28.133    24.871    54.325    14.950    15.983    30.165    15.716    10.716    28.646    38.343
 9/2021       28.108    20.742    22.670    10.307    17.203    10.105     8.357    12.226     7.279    17.580     9.555    16.595    15.895   105.156    17.484    15.958    23.233     9.416     5.605    14.648    15.952    14.142    31.675    19.473    18.223    15.580    12.472    29.581     8.384    19.615    28.634     8.513     5.787    19.973    14.223
10/2021       35.214    49.152    56.163    13.152    15.945    11.948    24.531    12.961     9.733    35.577    25.418    38.184    23.299    81.833    41.642    19.039    33.301    14.099    14.192    14.281    29.278    30.254    52.480    41.132    19.795    27.299    20.497    32.874    12.153    49.257    29.952    11.683    38.212    26.025    33.231
11/2021       51.599    46.071    53.617    23.393    21.522    20.203    37.576    23.282    20.888    32.848    26.675    41.117    55.959    40.463    41.810    24.451    22.728    20.730    17.893    23.745    39.307    31.527    52.338    34.067    27.843    37.385    52.515    33.473    20.927    49.644    27.969    22.561    35.280    32.614    34.248
12/2021       39.282    36.614    38.550    23.972    23.067    20.570    25.970    21.565    19.072    26.971    23.539    41.238    51.560    32.198    44.634    25.711    22.506    20.472    19.354    26.059    23.124    26.625    31.542    23.193    29.011    28.165    32.690    32.681    22.289    29.223    30.638    25.962    34.612    25.935    27.103
 1/2022       33.393    30.950    29.615    20.300    20.526    18.639    20.003    19.455    17.132    24.819    22.492    26.668    34.561    31.340    28.643    27.139    21.038    19.013    15.366    20.734    30.040    24.085    26.591    20.764    25.261    24.785    25.655    30.841    18.785    21.219    22.959    25.609    24.741    23.056    23.433
 2/2022       28.275    69.958    43.686    17.030    17.407    16.614    18.477    18.232    15.612    22.113    34.604    32.657    33.337    30.304    39.529    34.849    18.977    16.447    21.118    20.715    28.880    19.031    29.119    17.578    26.882    20.995    20.553    27.185    15.857    23.349    43.584    21.199    24.115    22.049    19.845
 3/2022       64.902   240.385    60.404    34.208    93.189    60.589    48.709    59.853    65.369    79.826    93.872    78.783   114.353    89.671    97.663    60.646    58.419    34.918    60.728   114.290    46.416    46.132   141.789    36.069   108.029    36.786    85.341    89.663    47.059    63.254    87.338    41.010    73.013    68.711    36.038
 4/2022      341.622   502.402   169.658   177.573   253.021   171.551   126.025   144.348   238.804   174.334   116.219   339.205   301.342   241.353   216.732   197.857   166.660   121.100   194.413   251.556   170.957   328.934   188.586   139.091   268.520   161.804   402.100   174.289   125.253   219.460   116.231    92.686   173.171   109.191   232.027
 5/2022      803.823   633.104   346.138   470.873   312.051   242.733   421.274   337.152   723.597   403.481   656.253   766.231   940.908   681.265   542.121   490.429   421.325   148.441   517.220   390.115   574.659   654.884   432.968   671.561   718.355   397.779   909.865   217.520   379.077   609.743   328.110   287.033   538.415   470.793  1190.809
 6/2022      453.829   530.923   110.910   443.863   200.633   362.179   416.446   178.472   704.888   226.154   887.301   562.833   832.418   515.385   573.020   312.225   243.232   142.805   516.894   200.211   541.074   360.806   186.063   781.156   546.306   656.142  1281.920    73.903   210.687   557.863   318.357   163.808   599.311   819.378  1024.105
 7/2022       88.551   108.602    28.659    60.207    39.726    67.848    73.775    37.668   173.349    44.834   345.252   109.740   152.389   166.184   136.336    40.053    35.769    20.044    78.250    38.818   114.916    52.494    35.062   185.842   117.337   108.305   480.031    19.373    30.180    77.377    49.016    25.076   185.663   253.344   223.908
 8/2022       33.995    31.314    18.654    18.617    19.722    17.352    19.310    14.597    31.956    17.420    44.340    27.878    41.027    36.666    29.497    17.352    16.721    11.423    18.919    15.789    23.322    20.403    16.551    31.452    28.232    24.922    56.964    15.139    16.022    31.202    15.682    10.795    28.751    38.099    46.464
 9/2022       20.898    22.697    11.083    17.632    10.489     8.341    12.251     7.347    17.518     9.589    16.512    16.240   105.108    17.636    16.107    23.700     9.701     5.850    14.466    16.010    14.028    31.726    18.777    18.246    15.672    12.516    29.657     8.549    19.643    29.502     8.282     5.862    20.077    14.034    27.990
10/2022       49.316    56.193    13.858    16.307    12.392    24.464    12.980     9.776    35.507    25.447    38.195    23.637    81.796    41.790    19.250    33.745    14.395    14.518    14.247    29.324    30.133    52.525    41.339    19.814    27.392    20.540    33.234    12.360    49.286    30.868    11.399    38.276    26.131    33.022    35.098
11/2022       46.212    53.645    24.248    21.913    20.627    37.513    23.279    20.913    32.788    26.706    40.568    56.369    40.441    41.947    24.611    23.112    21.004    18.214    23.359    39.339    31.420    52.390    35.315    27.862    37.469    52.553    33.864    21.122    49.671    28.762    22.371    35.319    32.725    34.057    51.487
12/2022       36.754    38.577    24.875    23.463    20.983    25.913    21.774    19.096    26.913    23.570    42.137    51.934    32.179    44.768    25.878    22.879    20.741    19.672    26.150    23.160    26.518    31.593    23.359    29.028    28.249    32.729    33.027    22.481    29.250    31.461    25.519    34.646    26.039    26.924    39.182
 1/2023       31.083    29.640    21.103    20.898    19.033    19.952    19.510    17.156    24.764    22.522    26.751    34.875    31.321    28.763    27.126    21.393    19.269    15.671    20.675    30.078    23.985    26.639    20.777    25.277    24.866    25.691    31.029    18.969    21.246    23.701    25.790    24.774    23.155    23.267    33.301
 2/2023       70.094    43.720    17.675    17.725    16.956    18.433    18.120    15.634    22.065    34.623    31.393    33.617    30.286    39.654    34.548    19.289    16.668    21.396    20.202    28.908    18.947    29.163    17.577    26.897    21.066    20.584    27.302    16.016    23.373    44.475    20.437    24.152    22.137    19.702    28.196
 3/2023      240.556    60.446    32.957    93.694    61.244    48.596    57.976    65.389    79.721    93.851    77.661   115.049    89.628    97.921    58.772    58.957    35.202    61.152   109.608    46.416    45.989   141.841    33.877   108.044    36.865    85.396    86.469    47.296    63.303    88.393    40.191    73.036    68.878    35.863    64.775
 4/2023      502.582   169.695   174.774   253.454   172.280   125.792   139.309   238.613   174.249   116.205   330.323   301.898   241.314   216.976   187.639   167.285   121.440   194.998   248.377   170.836   328.521   188.623   136.443   268.538   161.933   402.134   170.173   125.571   219.501   116.891    89.504   173.126   109.518   231.535   341.368
