segdesc   = GLDA3L_F
2021-04-01
DATE,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
10/2023,685.000,771.136,867.199,867.192,371.950,356.482,340.867,402.261,343.365,298.242,618.115,457.043,614.978,553.346,979.383,552.324,427.197,428.162,280.914,315.150,330.579,481.810,624.998,1126.266,538.644,445.700,406.006,453.632,643.534,260.380,579.275,652.558,320.207,435.228,764.238
11/2023,628.054,661.355,705.203,802.319,573.039,359.667,339.915,467.938,441.284,359.962,611.114,491.361,556.596,560.970,671.419,652.863,417.090,410.686,358.196,312.072,357.584,631.788,596.029,639.363,485.444,467.366,474.569,475.291,618.567,316.931,490.579,494.055,380.257,436.225,589.701
12/2023,565.952,601.472,558.840,606.208,421.677,340.315,320.890,371.087,387.389,331.439,513.751,422.784,550.446,602.139,552.069,551.361,405.130,330.482,346.583,259.242,347.458,410.824,481.893,479.593,454.178,467.252,431.349,455.485,544.450,314.765,362.985,411.508,357.378,345.391,514.389
1/2024,510.641,575.628,465.031,480.463,366.419,311.744,301.674,297.558,337.909,452.114,463.653,394.133,475.942,515.663,492.643,438.450,385.654,314.708,307.851,228.223,311.749,601.279,440.128,413.457,371.408,441.531,395.839,410.949,495.764,290.810,286.519,367.484,350.676,325.476,433.175
2/2024,434.266,468.577,549.238,503.260,348.765,309.007,271.184,283.887,355.401,547.667,421.847,413.284,462.128,463.694,470.054,427.457,400.465,299.447,256.568,254.681,284.520,594.305,376.867,415.456,348.131,421.577,421.668,370.591,437.921,294.118,276.330,433.689,287.356,281.071,403.664
3/2024,514.637,785.402,1280.548,733.289,461.254,642.978,385.549,427.923,585.579,669.150,657.454,1086.908,630.798,887.549,586.682,563.463,511.478,489.309,285.717,427.138,627.605,775.927,477.928,884.171,441.431,678.881,548.824,535.661,623.300,362.880,426.077,635.887,408.779,508.197,751.204
4/2024,938.695,1857.125,2357.906,1174.526,773.933,1167.406,684.764,539.994,1035.856,1520.137,948.060,874.282,1043.458,1494.392,1117.618,680.348,798.292,768.074,482.580,548.787,1348.890,1390.222,1120.448,1090.496,800.531,857.468,797.771,1174.440,1091.346,399.286,603.961,635.450,490.168,552.348,756.897
5/2024,4358.281,4211.062,3557.777,2873.525,1292.367,1497.677,754.867,1255.785,1946.666,3575.594,2012.138,2435.506,3075.964,4088.972,2729.783,2088.307,1939.375,2212.351,244.084,1360.702,1714.814,2951.292,2397.060,2117.540,2306.814,2651.669,965.138,2421.465,1217.039,791.671,1708.619,1318.925,834.555,1771.428,2201.044
6/2024,6291.714,3802.629,4667.870,1928.956,2010.142,1262.707,1609.644,2740.266,1285.207,4874.242,1734.808,5228.403,3023.110,5298.250,2761.927,3590.766,1490.696,1634.577,358.344,2341.787,1076.064,3845.073,2158.877,1361.163,4165.737,2796.488,2724.269,5590.149,415.683,1140.264,3250.807,2433.444,1193.654,3333.776,6252.594
7/2024,2538.105,1186.976,1883.397,633.600,629.666,556.776,763.323,1089.400,483.950,2046.227,440.938,4190.435,1225.164,1883.868,1567.963,1931.875,345.674,396.384,93.425,606.986,483.220,1657.276,588.234,430.045,1993.564,1593.514,987.841,3823.364,172.248,322.787,1054.802,860.692,401.685,2222.465,3582.713
8/2024,1043.588,547.555,639.177,459.969,344.283,409.109,335.003,453.122,352.003,799.374,288.427,1191.621,453.176,977.320,659.233,873.711,242.764,326.132,115.173,295.221,275.686,601.122,416.955,387.502,633.130,549.436,512.715,949.197,215.201,337.496,494.301,392.725,237.475,914.512,1115.411
9/2024,681.006,573.460,670.786,397.920,398.101,294.051,287.294,477.889,363.078,713.338,369.071,616.871,439.746,849.045,486.741,611.247,315.502,277.684,288.016,488.459,370.936,451.907,423.093,410.526,490.053,382.208,345.399,601.647,228.256,531.401,469.651,312.102,285.000,741.395,615.873
10/2024,775.825,879.901,881.993,382.718,363.432,346.448,407.107,346.726,296.993,622.396,461.657,630.952,552.171,960.591,561.114,434.765,440.363,283.248,322.047,330.331,481.598,633.863,1130.649,548.566,449.885,409.978,466.963,651.888,265.851,584.807,656.065,320.821,445.390,749.733,687.095
11/2024,666.395,707.246,815.628,580.037,369.777,345.846,472.413,445.472,358.595,607.834,495.822,570.593,565.144,668.811,660.597,429.081,415.425,361.311,318.548,362.520,624.631,588.835,642.257,491.434,475.506,474.941,488.692,615.299,321.708,501.654,496.452,378.041,436.845,582.093,629.378
12/2024,608.576,562.114,617.884,427.653,350.915,327.292,374.931,388.889,330.371,514.994,426.490,563.122,595.754,555.133,558.547,416.917,339.169,346.647,265.103,352.083,405.033,481.616,481.675,467.882,467.959,431.921,467.422,546.082,318.805,371.251,413.842,354.817,347.552,510.057,566.457
1/2025,576.461,473.621,490.854,373.686,322.476,308.721,301.022,342.093,453.386,466.425,397.613,488.956,516.951,497.750,445.125,399.824,324.244,309.168,233.675,313.753,608.105,442.030,415.437,385.317,448.478,399.134,422.122,498.480,304.627,299.550,369.731,347.336,329.257,431.808,511.390
2/2025,457.301,541.976,495.400,343.781,307.811,268.425,275.925,347.754,533.977,409.267,397.863,459.986,445.251,460.425,419.083,396.230,297.049,249.468,247.193,278.962,565.508,364.366,400.963,348.953,409.884,410.905,365.678,425.948,280.489,278.714,418.196,276.283,275.362,388.301,420.512
