segdesc   = GBRW4R_F
2018-05-31
 traces ->      1981      1982      1983      1984      1985      1986      1987      1988      1989      1990      1991      1992      1993      1994      1995      1996      1997      1998      1999      2000      2001      2002      2003      2004      2005      2006      2007      2008      2009      2010      2011      2012      2013      2014      2015
12/2021       38.573    32.256    47.448    30.080    23.517    31.091    32.992    35.176    21.854    37.294    27.530    46.598    46.114    46.645    39.436    39.725    29.554    24.535    25.305    25.132    34.766    36.477    35.605    26.868    32.965    38.839    28.768    46.051    32.347    23.973    46.018    35.199    31.961    48.099    47.539
 1/2022       33.369    27.761    40.933    26.389    20.664    27.019    27.937    30.345    19.670    32.511    23.980    36.856    45.440    40.241    33.585    34.892    25.761    20.350    22.040    22.392    29.300    35.755    32.662    22.379    30.132    33.367    26.003    41.316    27.398    21.202    41.595    37.791    28.823    42.759    41.234
 2/2022       28.855    63.247    36.061    22.564    19.681    23.992    27.938    26.299    18.443    27.448    31.435    40.197    36.633    33.592    30.261    33.907    22.458    17.748    27.635    20.712    25.793    29.910    29.884    19.056    28.115    28.035    24.364    36.841    23.937    25.431    43.714    32.776    29.010    37.102    34.836
 3/2022       37.088   123.111    50.889    36.353    52.948    42.719    35.501    48.647    40.658    49.348    61.480    56.581    61.090    52.707    47.598    44.084    36.168    26.609    36.119    52.439    47.179    38.684    64.986    27.507    47.694    38.231    32.296    67.190    38.458    38.899    73.297    47.453    45.786    51.024    44.345
 4/2022       90.673   205.775    91.886    71.660   108.173    88.536    58.180    65.699    62.423    87.973    60.424   111.995    89.950    84.142    62.458    80.573    46.930    55.974    59.650   105.839    71.262    96.769    68.857    32.635    77.060    52.114    55.602   130.528    45.612    68.550    81.836    59.507    56.473    61.216    57.856
 5/2022      236.718   308.830   276.174   116.953   139.003    87.031    91.562   152.156   184.357   182.860    57.850   153.738   338.710   160.661   162.973   171.239   102.692    49.849    58.062   100.500   135.644   232.201   170.279   106.600   135.127    26.990   138.623   178.605    70.632   170.104   182.991   111.412   211.333   153.715   168.834
 6/2022      205.104   872.676   199.486   131.331   248.784   257.971   366.257    58.333   348.319   159.375   396.734   580.357   711.265   309.716   533.948   219.381   120.569   187.649   218.129   243.445   359.659   279.960    68.501   270.401   445.706   200.124   374.511   208.020    95.825   444.699   296.498   175.088   445.625   556.119   387.146
 7/2022       81.777   316.121    86.071    25.699   148.395   167.811   179.233    32.072   225.975    31.390   423.914   285.572   314.964   355.791   334.874    66.085    31.824    80.091    77.465   168.251   258.472    79.021    12.486   193.432   348.006   179.813   619.753    73.300    37.366   288.911   138.866    66.461   450.327   397.178   240.424
 8/2022       43.438   111.905    60.178    24.863    58.806    55.805    76.043    20.858   178.271    27.193   150.910    91.037   151.820   120.892   116.720    38.324    21.440    34.256    34.814    66.764    83.961    45.913    28.753    61.699   108.621    59.640   183.697    38.643    24.324    98.022    53.803    32.515   170.143   160.451    87.913
 9/2022       44.417    66.777    40.855    22.981    45.366    41.783    61.012    24.648    68.785    25.986    63.522    55.043    95.778    57.480    79.015    43.045    20.454    34.681    34.543    53.983    47.283    37.243    26.759    46.260    52.476    39.506    79.844    30.718    30.734    66.797    40.801    23.981    98.972    83.746    65.311
10/2022       47.929    69.427    33.769    24.233    41.346    47.515    40.628    23.391    52.770    36.963    54.593    52.012    82.590    54.909    52.101    40.063    22.860    35.352    28.047    48.792    46.401    53.813    43.570    39.950    51.771    33.063    66.918    31.983    34.917   116.416    39.037    32.116   103.496    81.170    70.043
11/2022       45.043    59.032    33.915    27.031    36.403    41.187    40.816    25.347    44.002    34.304    48.070    50.125    56.950    44.587    45.597    35.769    31.988    30.708    29.360    48.254    41.587    40.732    36.906    41.452    48.033    34.044    56.351    38.378    30.072    60.675    37.809    35.681    61.224    62.098    46.775
12/2022       32.279    47.461    30.154    23.500    31.176    32.928    35.334    21.820    37.252    27.496    46.774    46.126    46.622    39.436    39.762    29.592    24.523    25.337    25.078    34.665    36.420    35.552    27.029    32.979    38.815    28.697    46.150    32.336    23.934    46.095    34.888    31.891    48.105    47.512    38.543
 1/2023       27.783    40.945    26.438    20.649    27.097    27.880    30.391    19.639    32.472    23.949    36.948    45.451    40.221    33.584    34.914    25.795    20.338    22.070    22.315    29.209    35.703    32.614    22.420    30.146    33.345    25.939    41.227    27.389    21.167    41.666    38.189    28.762    42.764    41.209    33.342
 2/2023       63.264    36.071    22.589    19.668    24.057    27.888    26.296    18.417    27.417    31.408    39.836    36.643    33.575    30.260    33.644    22.487    17.738    27.660    20.630    25.718    29.869    29.842    19.073    28.128    28.018    24.310    36.885    23.930    25.403    43.783    32.193    28.959    37.106    34.815    28.833
 3/2023      123.151    50.899    36.087    52.933    42.801    35.449    47.948    40.625    49.308    61.441    56.144    61.103    52.684    47.596    43.570    36.204    26.599    36.146    50.504    47.097    38.641    64.927    27.225    47.712    38.212    32.240    64.615    38.450    38.869    73.388    47.615    45.730    51.028    44.324    37.065
 4/2023      205.844    91.901    70.024   108.152    88.636    58.109    63.972    62.382    87.923    60.385   110.204    89.969    84.109    62.452    78.168    46.971    55.956    59.681   105.457    71.148    96.660    68.802    32.091    77.084    52.089    55.533   126.689    45.601    68.509    81.907    56.110    56.405    61.221    57.827    90.629
 5/2023      308.866   276.185   109.854   138.979    87.116    91.485   148.282   184.291   182.821    57.811   147.924   338.732   160.627   162.962   162.989   102.725    49.836    58.109    97.723   135.458   232.131   170.236    99.665   135.144    26.977   138.447   179.843    70.623   170.032   183.086   107.004   211.183   153.725   168.766   236.684
