segdesc   = GRNU1L_F
2018-05-31
 traces ->      1981      1982      1983      1984      1985      1986      1987      1988      1989      1990      1991      1992      1993      1994      1995      1996      1997      1998      1999      2000      2001      2002      2003      2004      2005      2006      2007      2008      2009      2010      2011      2012      2013      2014      2015
 1/2021       64.399    49.902    39.615    56.805    36.109    27.389    37.485    34.597    43.129    27.718    47.898    36.039    54.564    78.485    54.535    49.570    51.212    33.447    27.390    28.247    30.139    42.628    50.423    43.180    28.606    40.826    44.978    37.236    61.460    35.923    27.920    53.492    49.853    38.692    63.945
 2/2021       58.773    47.179   101.807    55.493    35.674    30.137    34.868    40.737    42.785    29.510    45.340    54.463    66.326    60.460    50.644    49.415    55.665    33.411    28.130    40.361    31.972    41.726    46.813    46.499    28.371    40.925    42.254    38.121    58.214    35.821    38.255    63.066    46.661    43.447    61.608
 3/2021       84.563    75.687   213.317    86.578    79.917   105.714    74.346    61.117   120.618    93.014   109.151   114.308   101.840   117.714    98.354    90.159    81.667    69.292    52.877    66.994    99.453    89.051    74.661   106.102    50.735    81.362    67.650    66.127   116.570    69.148    69.743   108.971    78.976    82.872   117.496
 4/2021      154.802   150.958   337.048   155.337   127.098   158.193   130.346    86.262   120.544   162.784   139.327    99.987   159.088   142.613   165.031   120.528   119.607   105.379    85.671    94.968   154.990   128.641   138.827   104.814    55.690   123.737    88.135   202.807   198.117    73.974    92.324   111.500    95.610    99.445   172.469
 5/2021      389.465   360.946   517.057   395.983   177.795   171.404   105.758   138.257   205.421   323.034   241.855   167.314   251.182   483.236   262.466   362.880   209.482   177.781    62.716    90.686   135.400   273.810   298.024   223.980   139.765   200.824    66.816   354.937   240.371   101.635   200.458   246.289   157.716   309.131   403.289
 6/2021      588.229   286.553  1123.943   278.075   180.035   279.220   299.161   485.384    82.761   499.621   210.603   619.501   706.516   877.947   483.134   771.120   257.519   166.632   204.094   268.664   265.876   479.115   349.451    85.070   344.532   555.454   292.956   695.872   229.459   114.196   513.103   367.068   229.816   587.366  1011.403
 7/2021      309.240   105.593   374.732   101.849    31.549   162.011   199.932   213.172    43.393   278.021    42.251   592.098   324.119   358.086   459.289   404.019    76.684    43.436    91.784   104.545   189.935   320.616    90.635    13.047   242.259   408.795   229.537   821.323    85.332    43.158   310.931   159.043    82.552   546.439   576.240
 8/2021      114.013    55.372   132.266    72.973    30.660    68.555    64.918    92.506    27.891   208.697    36.508   185.231   103.368   175.091   151.742   137.405    43.776    27.144    38.228    42.677    74.776   100.402    51.877    32.019    72.200   127.423    72.176   216.944    44.696    27.691   110.817    60.224    38.717   227.597   203.753
 9/2021       80.886    54.605    80.530    48.136    26.820    50.008    42.086    73.096    28.741    81.823    30.654    76.817    63.435   110.226    69.041    97.947    52.657    23.366    35.749    40.057    59.317    56.228    41.989    30.017    57.025    58.041    46.131    94.414    34.289    31.428    77.665    42.717    26.332   126.401   112.840
10/2021       88.346    61.160    89.286    42.140    28.879    48.348    55.143    48.852    27.663    68.768    58.681    68.698    61.683   101.057    69.936    66.136    52.463    27.612    40.461    32.320    60.295    55.051    64.596    58.930    47.892    60.581    39.366    87.100    38.779    54.373   129.830    46.522    42.161   167.244   108.808
11/2021       65.780    62.114    79.949    46.772    37.602    46.976    52.252    58.536    34.451    62.140    49.778    65.744    67.709    74.687    62.787    62.899    46.887    40.836    37.044    37.647    79.748    54.804    54.361    47.092    53.047    62.112    46.002    76.576    52.394    41.667    73.501    49.803    49.670    86.703    90.068
12/2021       55.976    45.973    66.164    43.324    33.317    41.439    40.834    49.225    29.946    52.810    38.605    64.469    64.033    62.079    56.224    56.686    37.868    32.863    30.626    32.621    47.608    49.299    46.311    34.098    43.680    50.744    40.210    65.598    42.696    32.055    57.200    46.886    43.586    68.727    72.512
 1/2022       49.921    40.587    57.014    35.950    28.033    36.994    34.317    42.790    27.337    47.801    35.849    54.781    78.206    54.795    49.580    51.377    33.631    27.919    27.497    29.672    42.030    49.982    43.204    28.755    40.436    44.532    37.011    61.344    35.726    28.914    53.227    49.117    38.593    63.644    64.118
 2/2022       47.194   102.862    55.732    35.543    30.672    34.655    40.107    42.580    29.196    45.262    52.818    66.543    60.240    50.861    49.120    55.801    33.568    28.571    39.851    31.591    41.234    46.457    46.223    28.498    40.599    41.889    37.949    58.118    35.663    39.130    62.857    46.264    43.357    61.356    58.474
 3/2022       75.696   214.638    86.441    79.764   106.430    74.123    60.906   120.347    92.620   109.040   114.612   102.077   117.267    98.608    88.882    81.817    69.501    53.344    65.723    99.085    88.498    74.051   103.612    50.883    81.011    67.265    65.572   116.471    68.991    70.707   106.618    78.542    82.772   117.166    84.394
 4/2022      150.405   338.442   145.584   126.948   158.994   130.096    83.696   120.284   162.343   138.767    97.845   159.332   142.302   165.368   109.514   119.902   105.665    86.160    92.708   154.460   128.040   138.320   103.975    55.846   123.294    87.446   199.203   198.005    73.828    93.350   110.949    95.158    99.353   172.043   154.579
 5/2022      360.781   517.443   392.127   176.695   172.189   105.426   130.230   200.456   322.362   241.691   156.859   251.597   481.623   262.266   344.446   208.778   178.187    63.095    79.222   134.910   272.723   296.627   219.521   139.904   199.615    66.483   336.420   240.299   101.485   202.060   237.147   157.256   309.173   402.595   389.071
 6/2022      286.586  1124.813   285.325   179.905   279.746   299.034   478.686    82.619   498.350   210.599   599.944   706.749   877.624   483.553   772.122   257.612   166.797   204.460   273.113   265.250   477.761   349.129    88.359   344.168   554.887   291.567   671.679   229.400   114.050   514.373   367.417   228.391   586.470  1011.017   588.018
 7/2022      105.590   375.190   104.005    31.466   162.268   199.747   222.276    43.298   277.872    42.173   606.358   324.244   357.967   459.546   421.438    76.766    43.499    92.027   108.993   189.644   320.285    90.433    13.721   242.377   408.530   229.265   845.078    85.267    43.020   311.325   164.314    82.335   546.382   576.156   309.144
 8/2022       55.374   132.654    73.427    30.592    68.799    64.784    96.490    27.801   208.545    36.449   191.824   103.484   175.006   151.842   141.173    43.851    27.229    38.626    43.115    74.580   100.169    51.696    32.740    72.254   127.264    71.971   225.852    44.638    27.568   111.233    61.599    38.457   227.513   203.647   113.944
 9/2022       54.619    80.871    49.427    26.761    50.238    41.970    73.652    28.604    81.697    30.506    78.275    63.537   110.156    69.109    97.899    52.726    23.431    35.934    39.656    59.156    56.036    41.830    29.473    57.080    57.907    45.952    95.959    34.239    31.345    78.022    42.362    26.168   126.327   112.744    80.825
10/2022       61.162    89.639    42.331    28.825    48.553    55.067    48.877    27.579    68.648    58.640    68.780    61.771   100.991    70.000    66.751    52.533    27.671    40.662    32.284    60.184    54.869    64.446    58.513    47.932    60.454    39.201    86.604    38.732    54.301   130.204    46.771    41.995   167.173   108.725    88.288
11/2022       62.116    80.249    46.873    37.554    47.164    52.185    58.451    34.366    62.103    49.741    65.440    67.802    74.629    62.844    62.918    47.041    40.897    37.239    37.442    79.272    54.642    54.228    47.922    52.780    62.000    45.859    77.070    52.352    41.609    73.773    49.893    49.511    86.655    89.995    65.732
12/2022       45.975    66.445    43.571    33.276    41.617    40.612    49.478    29.865    52.712    38.571    65.046    64.119    62.025    56.277    56.606    37.931    32.922    30.810    32.443    47.494    49.145    46.186    34.279    43.714    50.640    40.071    65.989    42.626    32.003    57.454    46.456    43.436    68.683    72.443    55.932
 1/2023       40.585    57.266    36.046    27.992    37.279    34.258    42.842    27.263    47.712    35.818    54.903    78.291    54.745    49.628    51.274    33.689    27.975    27.666    29.471    41.927    49.839    43.091    28.776    40.470    44.438    36.885    61.211    35.692    28.868    53.463    49.672    38.459    63.604    64.056    49.880
 2/2023      102.863    55.950    35.334    30.638    34.803    40.057    42.304    29.134    45.188    52.791    65.966    60.307    50.819    49.161    55.346    33.616    28.619    39.997    31.362    41.150    46.341    46.125    28.493    40.717    41.811    37.809    58.130    35.635    39.093    63.079    45.430    43.244    61.320    58.422    47.161
 3/2023      214.652    86.679    79.064   106.388    74.303    60.855   118.934    92.538   108.944   114.574   100.969   117.415    98.555    88.915    81.003    69.556    53.398    65.880    95.514    88.407    73.971   103.473    50.320    81.061    67.181    65.453   112.644    68.964    70.671   106.875    78.201    82.649   117.118    84.339    75.661
 4/2023      338.527   145.899   124.284   158.956   130.297    83.634   118.889   162.253   138.675    97.812   157.057   142.398   165.304   109.563   116.595   105.733    86.219    92.865   154.079   127.936   138.124   103.869    54.826   123.358    87.381   199.050   191.716    73.802    93.321   111.191    90.373    99.224   171.991   154.508   150.345
 5/2023      517.476   392.441   167.972   172.151   105.551   130.155   194.086   322.233   241.618   156.829   243.005   481.723   262.226   344.526   199.359   178.247    63.106    79.379   132.136   272.520   296.425   219.442   131.833   199.722    66.411   336.088   243.560   101.460   201.991   237.647   152.049   308.887   402.544   388.836   360.656
