segdesc   = TPIC2L_F
2018-05-31
 traces ->      1981      1982      1983      1984      1985      1986      1987      1988      1989      1990      1991      1992      1993      1994      1995      1996      1997      1998      1999      2000      2001      2002      2003      2004      2005      2006      2007      2008      2009      2010      2011      2012      2013      2014      2015
 4/2022        9.034    12.473     9.049     6.664     9.361     9.167     4.842     9.367     5.848     7.625     5.027     8.341     6.114     6.159     5.288     7.870     5.620     6.684     4.259     9.778     4.610     7.672     8.886     2.748     5.877     6.057     4.896    14.551     3.423     3.845    11.778     8.807     3.497     4.309     3.648
 5/2022       50.715    44.679    44.605    20.334    27.577    19.505    23.832    30.066    30.984    28.222    17.308    53.880    36.031    23.926    19.982    32.027    25.651    14.646    19.679    27.875    24.529    30.073    28.179    21.575    35.273    16.329    15.931    21.021    17.252    24.542    23.945    23.660    19.022    15.321    37.373
 6/2022       62.090    61.190    39.042    27.181    30.736    31.500    40.649    25.426    63.616    40.171    82.040    58.384    78.183    29.017    46.085    24.733    25.999    11.516    35.480    21.082    34.259    35.711    25.599    73.205    45.558    39.326    68.812     9.327    26.921    49.392    45.689    23.675    44.894    50.278    90.199
 7/2022       23.116    30.448    16.479    12.124    13.020    12.589    17.254    11.460    35.783    15.587    84.960    26.039    33.441    13.842    30.251     9.833     9.937     5.182    12.840     8.716    15.103    12.540    10.639    38.371    25.361    13.676    43.068     6.350    10.854    17.656    16.271     9.109    27.524    32.605    47.731
 8/2022       11.184    12.654     9.789     6.734     7.973     6.740     8.026     8.197    12.775     7.866    28.346    10.900    14.220     7.423    11.873     6.582     6.532     3.706     6.569     5.760     8.096     7.649     6.921    13.446    10.283     8.286    14.813     4.973     6.926     9.067     8.053     5.914    11.080    13.067    18.107
 9/2022        9.014    10.632     7.620     6.019     5.862     5.306     5.969     6.712     8.878     6.247    14.108     8.179     9.715     5.656     7.531     5.254     4.966     3.272     6.981     5.007     5.629     6.468     5.930     8.610     7.188     5.843     8.491     4.402     6.185     8.304     6.342     4.721     8.757     7.479    10.576
10/2022       14.202    10.680     6.455     5.181     5.404     6.894     5.327     5.052     8.548     6.083    11.322     8.006     9.105     6.154     6.603     4.820     4.389     4.236     5.467     4.661     6.522     8.311     6.048     7.786     7.256     5.438     8.252     3.983     6.394    10.011     5.600     4.556     7.020     6.438     9.116
11/2022        9.538     8.148     5.761     4.174     4.556     6.475     4.581     4.324     7.101     5.548     8.785     6.734     7.343     4.892     5.472     4.094     4.497     2.851     4.210     4.184     5.662     6.176     4.853     6.750     6.521     5.447     6.718     3.397     4.460     6.488     5.416     4.350     5.397     5.536     7.534
12/2022        7.001     6.581     5.281     3.835     4.136     4.750     4.254     3.936     6.097     4.825     7.885     6.283     6.605     4.616     5.047     3.794     3.792     2.485     3.833     3.605     4.409     4.830     3.959     6.059     5.492     4.478     6.007     3.137     3.827     5.196     4.871     3.719     4.899     5.075     6.943
 1/2023        6.176     5.940     4.745     3.443     3.723     3.904     3.824     3.529     5.468     4.277     6.940     5.531     5.971     3.959     4.534     3.410     3.317     2.208     3.432     3.207     3.832     4.270     3.496     5.470     4.864     3.920     5.395     2.821     3.501     4.598     4.485     3.267     4.440     4.552     6.241
 2/2023        5.064     4.885     3.898     2.811     3.058     3.152     3.122     2.911     4.477     3.514     5.676     4.522     4.896     3.226     3.728     2.790     2.709     1.797     2.799     2.628     3.123     3.504     2.876     4.489     3.981     3.205     4.438     2.321     2.893     3.875     3.731     2.670     3.639     3.723     5.148
 3/2023        5.792     5.104     3.945     3.529     3.969     3.485     3.367     3.216     4.972     4.384     5.634     4.992     5.294     4.001     3.769     3.011     2.722     2.075     4.593     2.591     3.078     6.534     2.850     5.050     3.946     3.373     5.733     2.362     2.802     5.826     3.949     2.676     4.440     3.735     5.536
 4/2023       12.483     9.053     6.533     9.383     9.197     4.855     8.832     5.850     7.624     5.031     8.212     6.126     6.159     5.317     7.427     5.652     6.683     4.275     9.715     4.607     7.660     8.885     2.708     5.878     6.058     4.893    14.365     3.431     3.847    11.807     8.303     3.496     4.321     3.649     8.681
 5/2023       44.695    44.612    19.671    27.600    19.533    23.850    29.723    30.988    28.227    17.312    52.282    36.058    23.927    20.023    31.306    25.691    14.645    19.701    27.404    24.526    30.057    28.181    20.032    35.276    16.330    15.927    21.092    17.263    24.545    23.976    23.102    19.021    15.337    37.375    48.859
