segdesc   = MPSC2L_F
2018-05-31
 traces ->      1981      1982      1983      1984      1985      1986      1987      1988      1989      1990      1991      1992      1993      1994      1995      1996      1997      1998      1999      2000      2001      2002      2003      2004      2005      2006      2007      2008      2009      2010      2011      2012      2013      2014      2015
 5/2021      508.539   417.363   351.863   325.918   157.597   195.579   125.975   183.735   215.663   297.226   229.491   219.008   376.104   345.545   212.497   233.855   244.382   264.782    77.665   168.810   227.886   266.156   223.465   243.728   284.295   293.896   122.261   174.869   132.113   113.409   242.626   206.031   116.472   162.725   149.592
 6/2021      733.157   426.842   425.120   304.320   186.872   159.385   189.214   295.072   182.398   435.531   237.086   588.172   326.970   548.159   217.453   374.950   167.351   213.436    58.279   226.174   150.757   303.192   211.089   192.425   519.519   293.514   270.881   462.346    53.930   154.774   356.993   347.738   121.073   314.836   395.912
 7/2021      337.627   135.673   177.236    98.966    72.882    68.329    76.784   135.498    70.983   205.430    75.945   512.801   127.112   199.155   105.719   222.913    53.101    62.633    23.616    66.276    56.296   122.687    79.828    68.677   222.102   152.522    82.071   218.071    27.113    54.920   111.769   103.844    47.377   182.439   228.108
 8/2021      128.183    62.729    68.410    56.674    43.598    50.983    40.143    57.944    55.137    70.140    43.499   137.104    54.505    85.001    50.317    86.806    43.121    47.589    18.766    39.643    35.410    57.355    54.808    48.061    79.001    57.646    48.013    67.724    25.859    38.526    55.300    44.878    30.241    94.832    86.373
 9/2021       72.879    61.977    66.943    43.732    42.436    34.986    32.953    36.611    44.413    58.946    39.549    66.411    42.754    61.444    35.199    48.654    35.126    32.590    20.537    57.836    36.336    37.849    40.466    45.412    47.943    40.302    31.294    41.316    23.046    56.214    48.866    36.282    25.789    77.552    43.444
10/2021       62.128    91.970    73.175    35.075    32.515    32.901    50.372    30.907    30.286    49.980    35.192    59.666    49.734    64.594    41.226    38.915    30.178    28.805    29.117    35.907    34.038    51.897    64.161    41.599    41.918    39.608    31.414    39.982    21.307    51.167    61.335    30.865    26.452    47.901    36.287
11/2021       50.669    53.454    50.710    32.920    25.287    26.369    42.391    28.439    25.436    38.908    32.009    45.440    38.087    45.191    34.285    31.286    26.281    28.296    17.860    25.633    29.571    38.921    42.714    30.987    36.256    36.401    30.706    33.041    18.022    30.110    37.439    28.874    24.492    32.714    30.854
12/2021       44.080    38.771    38.896    29.647    23.130    23.742    29.946    25.917    23.482    33.867    27.482    41.318    33.758    37.216    31.899    28.946    23.525    24.442    15.065    23.803    24.161    29.522    30.550    24.689    33.236    30.524    26.198    29.720    16.813    23.591    29.234    27.224    19.794    28.738    29.368
 1/2022       39.438    33.548    32.732    26.386    20.764    21.273    23.681    22.768    21.383    30.333    24.478    36.067    29.051    33.378    27.414    28.119    21.055    21.628    13.554    21.090    24.845    25.541    27.333    21.435    30.028    26.848    23.287    26.998    15.153    20.675    25.728    24.897    17.107    25.722    28.436
 2/2022       32.809    42.973    29.972    21.667    17.093    18.106    20.517    19.599    19.600    24.736    24.472    32.455    23.687    28.667    26.459    27.883    20.660    17.731    16.625    17.601    21.244    20.616    25.028    17.509    25.682    21.979    19.074    22.382    12.588    19.773    25.158    21.224    14.297    21.594    21.869
 3/2022       48.717    79.116    35.435    31.732    46.926    29.296    29.930    32.011    35.371    44.796    54.538    44.021    45.223    44.371    37.268    32.778    32.401    21.901    27.353    50.763    25.485    28.968    63.971    18.427    49.702    26.051    34.171    44.064    20.260    22.708    45.592    23.579    25.276    34.805    22.348
 4/2022      109.699   136.868   100.491    73.617   117.110    65.109    58.087    83.786   103.669    86.644    67.706   100.754    94.289    68.813    50.728    85.976    66.142    57.493    55.491   104.792    67.260    92.918    92.468    62.780    83.182    65.551    78.358    92.629    46.675    56.281    84.281    55.725    45.717    42.172    49.545
 5/2022      417.857   352.152   329.947   158.014   196.237   126.551   175.580   215.771   297.285   229.829   212.901   376.918   345.831   213.428   225.621   245.378   265.135    78.011   158.420   228.371   265.600   223.645   242.429   284.975   293.974   122.383   168.016   132.405   113.476   243.938   199.864   116.487   163.427   149.965   506.106
 6/2022      427.013   425.219   304.586   187.105   159.761   189.628   296.935   182.487   435.603   237.250   575.563   327.316   548.283   217.897   374.432   167.839   213.585    58.503   234.712   150.951   302.864   211.202   195.953   520.001   293.553   270.965   459.877    54.039   154.824   358.044   349.047   121.091   315.332   396.458   728.028
 7/2022      135.759   177.296   103.936    73.059    68.593    77.032   140.214    71.053   205.450    76.026   525.015   127.336   199.203   106.042   230.189    53.453    62.725    23.818    68.468    56.393   122.516    79.901    70.475   222.236   152.546    82.123   227.280    27.259    54.935   112.117   107.220    47.388   182.668   228.210   335.205
 8/2022       62.795    68.456    57.257    43.762    51.225    40.341    59.160    55.207    70.146    43.568   142.240    54.700    85.042    50.606    89.580    43.452    47.673    18.965    39.964    35.497    57.211    54.871    48.817    79.080    57.664    48.064    69.723    26.025    38.537    55.545    45.298    30.249    94.999    86.407   127.626
 9/2022       62.037    66.987    44.691    42.584    35.191    33.134    36.908    44.475    58.947    39.607    67.282    42.933    61.481    35.453    49.381    35.409    32.661    20.724    57.569    36.414    37.728    40.518    45.326    48.006    40.317    31.337    41.871    23.200    56.225    49.091    36.377    25.795    77.698    43.463    72.686
10/2022       92.036    73.220    35.504    32.642    33.073    50.561    31.053    30.335    49.980    35.249    60.354    49.909    64.630    41.478    39.373    30.421    28.874    29.299    36.638    34.113    51.774    64.219    42.173    41.977    39.622    31.459    40.294    21.453    51.178    61.557    30.910    26.459    48.024    36.305    61.990
11/2022       53.501    50.741    33.264    25.400    26.507    42.547    28.481    25.483    38.907    32.061    45.705    38.242    45.221    34.498    31.500    26.489    28.355    18.017    25.802    29.642    38.817    42.759    31.750    36.309    36.413    30.747    33.440    18.152    30.122    37.613    28.833    24.497    32.790    30.873    50.551
12/2022       38.813    38.922    30.024    23.241    23.900    30.086    26.066    23.527    33.866    27.531    41.580    33.901    37.243    32.113    29.105    23.752    24.501    15.212    23.916    24.223    29.425    30.590    24.940    33.286    30.535    26.235    30.020    16.938    23.598    29.395    27.187    19.799    28.827    29.382    43.973
 1/2023       33.585    32.756    26.713    20.866    21.420    23.808    22.839    21.425    30.332    24.523    36.190    29.181    33.403    27.605    28.117    21.265    21.683    13.690    21.187    24.901    25.451    27.371    21.593    30.074    26.858    23.319    27.288    15.268    20.679    25.877    25.033    17.111    25.813    28.445    39.340
 2/2023       43.008    29.989    21.903    17.178    18.218    20.622    19.564    19.634    24.735    24.509    32.247    23.796    28.688    26.625    27.919    20.842    17.778    16.745    17.527    21.293    20.544    25.062    17.638    25.722    21.986    19.102    22.547    12.685    19.775    25.290    21.050    14.300    21.656    21.881    32.726
 3/2023       79.166    35.447    31.200    47.016    29.439    30.053    31.349    35.423    44.778    54.582    43.560    45.380    44.393    37.457    32.397    32.614    21.954    27.495    49.228    25.534    28.882    64.022    18.192    49.748    26.057    34.213    42.621    20.368    22.708    45.756    23.517    25.278    34.900    22.358    47.967
 4/2023      136.929   100.525    72.281   117.271    65.287    58.248    79.774   103.756    86.644    67.760    98.812    94.487    68.842    50.915    81.805    66.403    57.553    55.645   102.945    67.327    92.776    92.509    59.949    83.262    65.565    78.401    92.232    46.802    56.280    84.457    52.890    45.709    42.271    49.543   105.477
 5/2023      352.234   330.026   153.086   196.362   126.727   175.838   212.047   297.345   229.845   213.008   370.011   346.095   213.482   225.980   241.338   265.505    78.050   158.629   225.862   265.745   223.537   242.482   272.656   294.097   122.394   168.068   132.189   113.624   243.962   200.094   113.684   163.428   150.186   506.237   404.890
